pair_id,task_suite,task_id,episode_index,replan_steps,seed,initial_state_sha256,async_success,aligned_success,success_difference,async_policy_queries,aligned_policy_queries,policy_queries_difference,async_accepted_chunks,aligned_accepted_chunks,accepted_chunks_difference,async_rejected_chunks,aligned_rejected_chunks,rejected_chunks_difference,async_interventions,aligned_interventions,interventions_difference,async_deadline_misses,aligned_deadline_misses,deadline_misses_difference,async_horizon_overruns,aligned_horizon_overruns,horizon_overruns_difference,async_age_refreshes,aligned_age_refreshes,age_refreshes_difference,async_fallback_hold_steps,aligned_fallback_hold_steps,fallback_hold_steps_difference,async_simulated_catchup_steps,aligned_simulated_catchup_steps,simulated_catchup_steps_difference
libero_spatial/task_007/episode_012/h_05/l_000,libero_spatial,7,12,5,7,a2c9c3eceaf35c5c4872292f3f0fed1a1d54df8f57e97e132f8481ecb8b1249d,False,True,1,30,16,-14,30,15,-15,0,1,1,0,1,1,2,1,-1,2,1,-1,0,1,1,0,1,1,74,41,-33
libero_spatial/task_007/episode_013/h_05/l_000,libero_spatial,7,13,5,7,56fde3ee9b228ee5fb03319cb9e34fb7ba45013b54bd3b1e0262954bc7a54f59,True,True,0,24,17,-7,23,17,-6,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,55,34,-21
libero_spatial/task_007/episode_014/h_05/l_000,libero_spatial,7,14,5,7,076d63234241534379dad536b923a2bad36f062f26cda9ad292dedc32ea07764,True,True,0,18,17,-1,18,16,-2,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,52,48,-4
libero_spatial/task_007/episode_015/h_05/l_000,libero_spatial,7,15,5,7,259a7aba57d019b1579dda334ebbe88893e4a37d042277fe93b1d79a4e07c72f,True,True,0,20,17,-3,20,16,-4,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,48,42,-6
libero_spatial/task_007/episode_016/h_05/l_000,libero_spatial,7,16,5,7,20720ce89dd2f8cb165f1e75f4c26eb63fa3fd6b0815e7b2c20929f455d92c69,True,True,0,28,17,-11,28,16,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,43,-35
libero_spatial/task_008/episode_005/h_05/l_000,libero_spatial,8,5,5,7,7519815ee6cd461969ad7fd764a9459c1e8ded4486ebf82175f3fae4f27cd801,True,True,0,24,17,-7,23,16,-7,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,49,37,-12
libero_spatial/task_008/episode_006/h_05/l_000,libero_spatial,8,6,5,7,e4eb2ccad7d4debc70bea105c9d93f37ef4935f990cddb616afb11087ade66a1,False,True,1,28,13,-15,28,12,-16,0,1,1,0,1,1,2,1,-1,2,1,-1,0,1,1,0,1,1,83,39,-44
libero_spatial/task_008/episode_007/h_05/l_000,libero_spatial,8,7,5,7,7b9960eb745c1f56a09118e172981e3bffc63f87b4f0b2e1a67e5cdf5365b111,True,True,0,17,13,-4,17,12,-5,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,42,28,-14
libero_spatial/task_008/episode_008/h_05/l_000,libero_spatial,8,8,5,7,634ed8c81b7d6aad18cf7f4da510000d7c4d6c14951d8d7e5585c0902c2740c9,True,True,0,21,14,-7,20,14,-6,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,55,35,-20
libero_spatial/task_008/episode_009/h_05/l_000,libero_spatial,8,9,5,7,6becfdf8ba8fdb77c90f65b7fdc3b2d3f8751cd30814b7db13653dc3cdfe62c5,True,True,0,18,13,-5,18,12,-6,0,0,0,0,0,0,2,0,-2,2,0,-2,0,0,0,0,0,0,44,31,-13
libero_spatial/task_008/episode_010/h_05/l_000,libero_spatial,8,10,5,7,1e64c0dfec1a6df9e7f826babc051f118dc6d4c4deee63ba314f7e2a33061809,True,True,0,18,13,-5,18,12,-6,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,48,32,-16
libero_spatial/task_008/episode_011/h_05/l_000,libero_spatial,8,11,5,7,e39424926fe13718087ec38c7a3a05a46ff65b8e19faed7fd730fc478116472a,True,True,0,17,24,7,17,22,5,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,42,60,18
libero_spatial/task_008/episode_012/h_05/l_000,libero_spatial,8,12,5,7,c8a99cc1b76af28201a16fd8198d338684097bd7706fc0af8c0992e97eec8dc1,True,True,0,17,14,-3,17,13,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,-5
libero_spatial/task_008/episode_013/h_05/l_000,libero_spatial,8,13,5,7,4cd2143c02e2b177ac3bfcf53b5046a949ca2065a95a5f7fa33f5db1161575f9,True,True,0,26,13,-13,26,13,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,27,-35
libero_spatial/task_008/episode_014/h_05/l_000,libero_spatial,8,14,5,7,f898080d09763fc30e2bd3b827dfd56941a0aa345aa28382cbc4a4c9a57111b3,False,True,1,30,18,-12,30,18,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,45,-29
libero_spatial/task_008/episode_015/h_05/l_000,libero_spatial,8,15,5,7,3b4d0b6a4bfc20d1ce2bfa5a6f02a353de3e9da24ebec43c28b025c56f83047b,False,True,1,30,12,-18,30,12,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,27,-47
libero_spatial/task_008/episode_016/h_05/l_000,libero_spatial,8,16,5,7,cef78e6a20b18d229b2ebfa5a32036a0abb2a0647196943493dbb3b8262a0dd9,False,True,1,29,13,-16,29,13,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,37,-38
libero_spatial/task_009/episode_005/h_05/l_000,libero_spatial,9,5,5,7,5ee1525f336db8abf9761958c0002df34dab1287b230db64be4af50babba1ab1,False,True,1,30,17,-13,29,16,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,37,-38
libero_spatial/task_009/episode_006/h_05/l_000,libero_spatial,9,6,5,7,3af6d7924a8d930934c350459d40b8017588461c9868cf724c702df962007e72,True,True,0,29,16,-13,28,15,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,39,-34
libero_spatial/task_009/episode_007/h_05/l_000,libero_spatial,9,7,5,7,0de068948469627f0df64f145fa391a76fa9ef886546fa72f61d99053345ffe0,False,True,1,30,15,-15,29,14,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,36,-39
libero_spatial/task_009/episode_008/h_05/l_000,libero_spatial,9,8,5,7,17c4e5432e3daf3b85882f920fbae8314dca2874f37e19d8b510f97a7a21bd4f,True,True,0,22,17,-5,22,16,-6,0,0,0,0,0,0,2,0,-2,2,0,-2,0,0,0,0,0,0,49,35,-14
libero_spatial/task_009/episode_009/h_05/l_000,libero_spatial,9,9,5,7,c63927e49bcd9d5c9ea5133a7e675026af942d81963fc84ea3b04724434e8c8b,True,True,0,21,27,6,21,25,4,0,2,2,0,2,2,2,2,0,2,2,0,0,2,2,0,2,2,46,64,18
libero_spatial/task_009/episode_010/h_05/l_000,libero_spatial,9,10,5,7,7b82e44fc8838f3f41d7c1d40973cb7b635c267eed67eb5ee1a99143bce4591e,False,True,1,29,15,-14,28,15,-13,0,0,0,0,0,0,4,0,-4,4,0,-4,0,0,0,0,0,0,80,38,-42
libero_spatial/task_009/episode_011/h_05/l_000,libero_spatial,9,11,5,7,9989851ab3383898e67000bbf964aa6113b5a26f7a9b90f0fab34f04063aeb04,True,True,0,20,16,-4,19,15,-4,0,0,0,0,0,0,2,0,-2,2,0,-2,0,0,0,0,0,0,49,36,-13
libero_spatial/task_009/episode_012/h_05/l_000,libero_spatial,9,12,5,7,13dd55b2853670d7ecfe6cd5e95e215c95623f4d071e6050b14bac1a0a33fc67,True,True,0,19,20,1,18,18,0,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,52,59,7
libero_spatial/task_009/episode_013/h_05/l_000,libero_spatial,9,13,5,7,8d6610b98dc31f4d80c551235b3fc461d07806f6291210a37184515442f21e98,True,False,-1,28,30,2,28,28,0,0,2,2,0,2,2,2,2,0,2,2,0,0,2,2,0,2,2,74,80,6
libero_spatial/task_009/episode_014/h_05/l_000,libero_spatial,9,14,5,7,507760e3d39671dde2c1d9981e71e86edca49f7c7dc68501ea47fa51a4e0a136,False,True,1,28,15,-13,28,14,-14,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,80,49,-31
libero_spatial/task_009/episode_015/h_05/l_000,libero_spatial,9,15,5,7,c11fc436170c9bb9ceeb65b6d2655694e9667f11356326395ff6ab26a8d02ee2,True,False,-1,26,30,4,26,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,73,12
libero_spatial/task_009/episode_016/h_05/l_000,libero_spatial,9,16,5,7,07de1b77f20fe2d6f8a4ba40d5dd37acbae67921351567b6d6a004d7d778e5d1,False,True,1,29,16,-13,29,16,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38,-37
