task_suite,seed,task_id,episode_index,age_aligned_success,response_relative_success,success_difference,age_aligned_execute_duty,response_relative_execute_duty,execute_duty_difference,initial_state_sha256,policy_input_sha256,sampling_key_sha256,sampling_noise_sha256,query0_action_chunk_sha256
libero_spatial,8,3,7,True,True,0,0.85869565,0.88111888,-0.02242323,cb83556da2a5d5fd5b2c403a3ff9124bc769daac6f02152f1115c4298e4af6ec,0e9772d36cbcf9c8f26ed5cd35fea5ac946bce533c558edba1a323ae36b7b30f,710455414a91cc9ab06f2fa2c44e07ced2694c384cc082cc733450fc4c61ff96,83a0d3692cd9669ef934a9417f5fee80365723743ed447e984b06118803f30fe,d86dba34e2deb84f3869c97e0f77e6c30e14a154534b18a080751e1c109a493e
libero_spatial,8,4,4,True,True,0,0.87857143,0.87428571,0.00428571,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,6eb917b790b3c1cd5c4b32b6c6ed0e62ef885ed44c1c5ff964e187ccd7d8f6c5,f27b47da5048f45a65bd99ab05323f09e629da8b06f45b22cd01c3b00ed38780,bc57312bf516da074e0fcf4e105ccf1e3d01b9b702f3bcae37c4cc0960c49c5e,884832a7112e6fed3e9a75c545420356f389f82e5c066866585b5085c3f31116
libero_spatial,8,4,5,True,True,0,0.85454545,0.86549708,-0.01095162,9d27e8547f5f08d749e813810ea5fbcabfda762c07d2bc8a75a79a50e1685994,1ec78ac8931b9d215e2b6867c3043bda23f2521f9d7e93dfd76b055c90ae2f4b,81abe1ec895ede68f146e6eaad829eb7e5babb987d1fdd6b5fad469297fd499d,0789556f754431375465fa79474e2b15e308f4c3ec2bc37c21fd3f5c2105dc30,fb913b73992180d8f792feba1693074d639dd56512994093c4b49b8bad7fb85c
libero_spatial,8,4,6,True,True,0,0.87323944,0.86826347,0.00497596,e7d1ddf7761004e49510ab9f3970bf3a7457817bfb57163af33101d940780fdc,4f425ffa3d67ca7ebb4743770602a583a52ef5cb262fa4622d745a9946cbdc74,5ff324b4fc339c6f83e937ba99e5f781f0d98fa8d66d3ae38c2489897cfc3254,540fe4bbf7e99a61a7a1b2f7dbaf00e8a282c504c9e217bfc6b43a1a2411e285,24d0037b55d4a4fd05cef3a987d87c9f1b6162e7112744f74772b9d1d19f80bd
libero_spatial,8,4,7,True,True,0,0.86363636,0.86627907,-0.00264271,67b22b8c1c7d85c1e3cc7c5e37ef57eaec6fb80f1d8ee66eb6a7b883464fbd0a,d72ea43f5320e87df9306eef31b17a6c786ba1814549715e576b177ea500a2a5,b72c239bedfd6532dc2a9bb56b560f7592b90d80751d79488d0e8afe62098bcc,801269855311a0fca63682e4500fc225792895a5ec81cd6049fc8bc880b28e1d,1e90862683c59ad8a880fcf2e28f445d8eaccf180abba7a7b29824dacf7b2273
libero_spatial,8,5,4,True,False,1,0.87096774,0.88636364,-0.01539589,aa0cdeadd136826eac6b6e1aab3d5369dc6850b036ee9bea029eafb4f6df2401,d99de5f3dd1901f801d766a5ff573c5487d1df0425637443ce0535f44189f30a,a3eb98f1fe73cb110c707e2a88e6426c31b57a5699cd251d0e4a4b5809c8000a,b83728ff3428f968c3bc68b341036238b050a1f1763e4edfc9f0f2b0dcc666b9,87e6981b6ee9d219da67d0636360e79720e749642e0f55024cf9184110b5810e
libero_spatial,8,5,5,True,False,1,0.87394958,0.87727273,-0.00332315,5d7f7c506a97bf93fa32de1e3ed9deca9768d4946b41818a1e12728025b6ac49,b72f0e1dff9a60b3e525bb3c1941d9738c41917d3ecdf75c7edc9334106fb05c,b88c48f3365dc7bed1011a6ac0a812cceba8be1c1b936089371fcbed06709f01,4df13be326bfa40074a4dc55b5fb353247c71edb4566c0b5b5a32c6c68504987,8f5e2f62a24e755053b27da7af5c22c147a910ec362c1cc3899359802efb2c12
libero_spatial,8,5,6,True,True,0,0.86238532,0.86754967,-0.00516435,d07cde9842c77f852f5342c4759dda45a46713c2aed488750db83a5b2ad90c55,2baaa0e07ca32a80269b9af38ddddadcca489a5a6faaee061aa816a941454226,c98e83f45746cfc8ed239345bbb65e94f44d6313fccaa475ed940492e65acdc2,ee3b8a2180c9180eb0799861d8e6e66949b81388218751c13c37f136e46c9e44,2eb7edd06a83c4136aec742c3896d493bbc063470ce9dd762a4e67439df71dbb
libero_spatial,8,5,7,True,False,1,0.87234043,0.87272727,-0.00038685,245c4f09d4bd6e446825e4b380acd8f864f0180b08f3be5dea6acc02e18405fb,c3fd156b6b29e32e769a15936a9a3ce765807d10dd2d41717cba8589f7bcf6e7,aeb1724a18c8b9200f08814fa6f81058ed7a20bbe817638b63f2b45ec5686edf,7694fefe230485c2634584c95720bd6f41ffe9b4f5b865e93df51d523810dad3,33f11ba1867b3e8aeb1c4f960766f7ded499bdf4605a3bf7b2da9de5ead2c28e
libero_spatial,8,6,4,True,True,0,0.86792453,0.87234043,-0.0044159,fcaeac7cc17d1c0008bf07f238e2d4abfb1c63f4b2231fd34feefdb33b265d8f,73b5dbe0a134a9e2cb01606220a90cf9729ec611e6b015b45555a58d1b444d45,a171499f608178c5843d73dd286b194c4bcb51b3655c6b59c65defef3bc5faca,084c13ec1530a02bcc79153a87c0ee593d05b74c8f78fe60ceb1cecf6ed5f8fd,47756a9dbac19012124cd01f7348654357856fc4df09d5ba0890f32be493d62d
libero_spatial,8,6,5,True,True,0,0.86086957,0.88194444,-0.02107488,0ca7363b84c42400b6e3bb06e5827d4c18d8f4b002ec5b2ab66273519cf23e2f,17c95f59abe8a2c1e1259f47d07a125aec00a61daf6d444b8232caafa115faa1,fc0140170e758d627874142c16ec21baed0ad9f3dc8b46cf8c41d46ecf274bdb,3d4138afc5b19b254c233b4c75a0c753abe63d5a309bbbbff3c23268ad083a7e,42587a40379c6bca3b49bf7a67260d4d1bda748e7fad2f66d19a98ea2640c981
libero_spatial,8,6,6,True,True,0,0.86725664,0.86986301,-0.00260638,c878f12613ab732775aac20405d54eb3174e438cea40fe6fb9b1b88a0ece29b0,9d65f32611690ba3ea0cf091bec95411b2f7fae10bfc42ce0b8fa6da52842356,4765e54e6ca6b2cba8ebfd5f4d51d9c599dd5f0a5c36cf02855058791758d967,c6529b82ff5fca44dc85a4ba37034f7450e22eae36cd6a1037c896eca2764d76,7e545ce0469da9ff77257c791686e31a10db1bd5f46353bb359feb74e4a0aa15
libero_spatial,8,6,7,True,True,0,0.875,0.87162162,0.00337838,5fa1af0478112254215dd54b7039e5d9ea34f6a0787d62d2c86e94d6d9bd3c1c,77057a97fa08b5663a9bd14f38abf0b17765880dbab302e9790de71857fe9b9f,e20a5a42abe20a05fdcf4d4ff875aab3c9a9e8f2476d87986caf61635c392abe,1b00d00e0997598f6923df30c83596e328b2a1f575ffa5a45354c4b4431dfa74,cb1a5cf8a36aa11372b30b5b7592d94b8afd82c6ab7295ee8a6565967e56f129
libero_spatial,8,7,4,True,True,0,0.86206897,0.86805556,-0.00598659,e8ba213ad43f879cb85e8d234bcc13d4b87a7f3d5631a9d646ab6b05767236d6,639b3c5fc0e13e34d09008ebbd7b37fbd739b50f05b5b154d57d10f43e82ebce,96888ad128c20ceda1bc16ed5f3a548cf4d14cf3c49e6e946a0899050216fbf6,4cad02092f25a428d932338210034aa381dc15a97d85034c1f61224bf3ccce55,ed2739f4c0f4b256860584ad67a16289721b9fdb6154254b560627ba4db28d0e
libero_spatial,8,7,5,False,True,-1,0.88181818,0.86956522,0.01225296,ff36e8fbc3e2f853ab40db5b4a0e736169d5ea35649a356610a538fcfb49c69a,60d227f989cbfd5b530f5a862aace8a53d5d1a1668426838d1e824cba4a5ddc4,d80c6a44a342ddf21c6be6f587c24d41268f56bd32fd358f92aff39fa1736cb8,af73a6b78e4db5267d4b2651e0082bda4edf3a1447d9add8cd8a165125befec1,0310a6b88310dfd7ed929256281db9a54ddd7b99c9e73363996be484533c8afd
libero_spatial,8,7,6,False,True,-1,0.88181818,0.85616438,0.0256538,4ff7927caf3c099d09f3219cb90aed196d4511c1d3165a7809f77f2c8d324062,659056f65878f825018c5686879f86cff7a42b8baa0808d8a70c6854f7b95e3f,82e93c861ff49ffdfa7c6904025c422944721b188cb1231f8b02a7cbdffbd706,b33f3490d8a4104e3c7bf00ed82f0b607df855cf4e0c4bc7f9d52908b3a9959b,0394a564565d78c8904fb33d3c2aef6b767777a4fa68bfc38fe2c62332ba408a
libero_spatial,8,7,7,False,True,-1,0.87727273,0.85616438,0.02110834,d529f6f9ed9679b3d5ec477b65265eb7ceeb8d1385137bed2e98dbd32b8a78e5,9dee23e86f6d1bf580b2454e61cdaa1ce5661650a62dd3a5223f42dd76f2814b,b58f10f19583f88a10491df8d0a57c7c0021c0965861ae661d58681622e9cdb2,37c335f6ef965d91dcc4b8fec047bfae69922734ed36c0e44cec5547f9268407,50d7d76f566fb259e4169a38eec98716dfddfbfea48321c255eb775ffb0730e3
libero_spatial,8,8,4,True,True,0,0.85106383,0.875,-0.02393617,8365d524c9b6f6e03382a41fc19fafb4cd32c174960b5660cf71dced44b6efbc,7e1661e393c40dad32c2381d6bd263b12da3a3ce463e7455a1250bffd9012ddc,99db91858f9c487bcb766851b4837604e279e1f3776719fc8e43a57ae46728e0,cdfacab222fbad89419c5f5661163cd38bf6bf59d80a37c319a9aafddcaee127,b71006ddde0b40563b875cf45637fd876a39f3bcc3dd09204dcf6eddd79c2280
libero_spatial,8,8,5,True,False,1,0.86170213,0.87727273,-0.0155706,7519815ee6cd461969ad7fd764a9459c1e8ded4486ebf82175f3fae4f27cd801,bb2f6ae2b5323f6e8d5a0517213de24ef9a73faaa828e40e11854f4832ec0ffc,3d54abd7b973023ae8231d3f15d863074a92e8d1d9866f01196319c8cf29d97e,20b3c0a775b90679f01a3ae283a1399457c6b435972fac4e190a9e1c4935f65b,a22292d2137993e4a778d6301ba2d4e821d8afbb6c6c228300ece2c0a4b0406c
libero_spatial,8,8,6,True,True,0,0.86,0.83606557,0.02393443,e4eb2ccad7d4debc70bea105c9d93f37ef4935f990cddb616afb11087ade66a1,a926e5723213d882116b4631ae67456b6d33eedf31d6a3806d9e05e99451b6e5,10973be2229ffe1170c45ee74993d9b2c279435ba28bcf657fdbee5e978d1249,0f3f9519ab4845c77d7a75b85e06a1fe05df1d5149c24cc556ffa0969678616a,87e2d87cd84b8bfebf567d7f77f53ae836d2845d2cf68a770105b14458dcac4b
libero_spatial,8,8,7,True,False,1,0.87234043,0.87272727,-0.00038685,7b9960eb745c1f56a09118e172981e3bffc63f87b4f0b2e1a67e5cdf5365b111,e134ba32290158d009315fffa8c846d5af8b23683a3930ac2d1efb521501dcda,5e54a5a9b2f41d901e20575b95ccb7777e29c8df23c2ceed2fd2392658ac93a0,ae69688c59896bed96b5e25b3f30bbf0d5f34f35eacbdea258d6d28d530e65bc,91d383240a4dbce95837c2704fb3ed9fddeeebabbb1c3e80d60d7e155c7420cb
libero_spatial,8,9,4,False,True,-1,0.89545455,0.84768212,0.04777243,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,9865100c858474b3b3f9a363424f79857924ac708b6fbb0182ed33d2d382a78e,6deefa37a77823c04177811ec3ab8c005c1a0ade5e091f03ab75ed7b58ffcc41,37c3db45b3c15b5e44369090832185db1e1c8d52cfde63f31207b604f7970f29,08a9383359a556a6c50a7fea560462af9da056b22274ec7093dfee940a1e8eb8
libero_spatial,8,9,5,True,True,0,0.87012987,0.87421384,-0.00408397,5ee1525f336db8abf9761958c0002df34dab1287b230db64be4af50babba1ab1,b81fda0145c992853b918c64d3b574e0f19adaed6fa04d3f43227e84faefd905,52234d9b1a6365b72a6ad0bf0812beddf88cbb532f7e99175ad50f9a84f965d7,20616084a05090ca6961ff756ffeaebb1f4ccf63daccedc313099e8e26e8399f,d7892629f8333c592c5404689bc9d64da034db2305c88048be05e23a62628b5e
libero_spatial,8,9,6,True,False,1,0.88888889,0.88181818,0.00707071,3af6d7924a8d930934c350459d40b8017588461c9868cf724c702df962007e72,d489ea85018e5772d466ff6ef7e94e9c504e6c6e82bb9546962b18c9c5db612c,fa54a5261a935c969aae22879172d1657878b7b86debd16aafc99321368a881a,6c20b97105d91927d137a41e86d2be06325721cfdd721df97b8aacb22d04ac9a,c950b5c3a9dc9105b742bf922f8bfbfd22aa78d5d7d1c0577ad7efaf9283e0b6
libero_spatial,8,9,7,True,False,1,0.87068966,0.89090909,-0.02021944,0de068948469627f0df64f145fa391a76fa9ef886546fa72f61d99053345ffe0,d48171f60f09ccfee0d56179712d5609b65cc2c94479d9edb1d1af11060ebf83,35187fd98c8e3d70bcf31ac08de044cd019c9d5a7c9c9b40a764f63a8b45a303,46f1a10a6b57f52c93480b3eaa9dd860823777a240b6fab261755d5756fb7fd7,9fcf45c37e0757c6e35082ff30d2be5222f37f405b6d40996d94ea0653b6ea50
libero_spatial,9,0,4,True,True,0,0.85454545,0.84761905,0.00692641,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,6492bf150b2a70f9afd357070b72b5023008367abf55423faf9cd70c8109a4fe,4dae8c87fc0620e1f305a1985db6d1bef3cdaccf3c9ab77dfc5ea3a3dc9918ca,212e6a082dc98b787ad07bf5f865412afb895ca18d2c515e0d2745c9412896f8,1e5757fa84a36cfef0424efbd2a68e3bf495939381f7eee57c3f1f30fc3c18c8
libero_spatial,9,0,5,True,True,0,0.85714286,0.86,-0.00285714,a02a6f3f78646a8aebf5c7f992587f813845a963ea2937c77e76b0e7c559ed60,d968bf9691814be52ba2e859807e9941795a3bdff670fd1c4d9bb24aa126eeb9,681f037d53dd275a2eb9873b7c1a0d452ba6d14a5184e5de73e9c5f2ed3b62db,33d2078287509cd5afb7af8972b4e9584f3df02ec26eaadcab75e3925e97f053,4363a6cd0ad9fc9a26f187d340a2f972ff63d1539e13b535c69170529d02f62e
libero_spatial,9,0,6,True,True,0,0.84722222,0.85849057,-0.01126834,13cefaeb7cbe5564bb1420fe55fbde3b8a60a9d382517639b05ad247fce3044d,29869cadf4fee784ec95f71de33d0022814b1c65ca36784d117f73396c719313,908b176bc2b36c2bf4cefb0c483aa7c010fa9e537ba07dba0922797969ae6bee,804d1c085402692f31d3c3465e61eb7bc868b053b8017af2fdea1113a1e9a8f9,5e14d503991240ef9a2d7867148aa1a3a5a1fa041f064d158b5b612d567b68d3
libero_spatial,9,0,7,True,True,0,0.8902439,0.85046729,0.03977661,2f10b6cf2b4012897a30a4696147807976c704627578a527b88a53474db0fe23,18a00d5da7333552d57f64a5e12887fd79cabd308cc2a577ce71683bef55c6b3,e907a6386e491b2581cd58204bf232948d2067fe60d597d0070d5e042a7bf52d,458e6d90e4432a82b7cbe1f8b99674fdc5a0c1d2b830ca9a51e39fe5acdccc1c,721cac02bcce7f0935e2a56f8b1eec03afd4cef580c99dadfb38985841b69a0b
libero_spatial,9,1,4,True,False,1,0.88349515,0.88181818,0.00167696,203e4b51ca33cdd04c89727d41bfa267c945523a96e45584ce703e278c548219,5901daa3eb7ee861a126e802d91d3c658d3f68e062e3bfce07bff34c9e63328b,cbeb1978e0fd460c9cbefb67dc9fc7f310ce4faa82077d58478386bac8e407f9,2e778544c8521dc73d6f62b86d75718304b869bfbaaef55718d7e9ac3bea8edf,c27a04cd788460ff60524c1bc2a5fa080744a4309a7bbd0f23257fca07ad4aa6
libero_spatial,9,1,5,True,True,0,0.8627451,0.88571429,-0.02296919,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,502ab3943ef5853efcfa688dcf7d7bdb0f6d728751d4d88ae02fa4572fae7b56,8b9494ec0122914b2b292029e2a8ba04bb1eca770898c4643998947116313127,68039616fdacd671968f2c74d375c09170e9b79a4feb71560fcf3c8128eb121d,44d76fcc0abc09deeb05873b4d88a8d3833fe761a76386427a459d6d267eafc7
libero_spatial,9,1,6,True,True,0,0.87603306,0.88721805,-0.01118499,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,cb1abf374430982e14ba5721a89695889bfda67eb9625cb738c07054f86b7235,d597ee3321f852717133be905f96c2519823d3b25029b95c7ea5e87485fd8d5d,822780d5a526375414ecf12ea21d73cd95504e1609f76391e58c4b9148c42d3a,f7b4a3803b61839f0d118b9f7071387116233b245817b3acef35c57739b0d37a
libero_spatial,9,1,7,True,True,0,0.86086957,0.86829268,-0.00742312,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,3de27ebef42d62d55f52b5c9d0724b0d4420a32d0f39e665301217afb6dd6a5a,3b4b855af98dae682604c5b9df3785c9b36f1906849a3aac2c6013eb87fa85ed,d41d1deedcd3874452bbee9f948b7c55dc60cf4f73984c997eb34e6f0f3d3126,e98b6a823ec84aada261b581d6a6c35579fe8a925b9dafebd27d96ef99f9c664
libero_spatial,9,2,4,True,True,0,0.87,0.8677686,0.0022314,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,7963237d29a71ec71378fbe2e5b5e5598cf05cfed705f9d2e48117e4b532c528,37bd09feeedcc1492f8769a6437c8b423c968b1c89f00353613003562f57f3e4,195a5cd0cd662d5801288eafa026e83472c127a40b3c9abe86aded7a272a6713,51e52a868ab2b95283a51199ebf048cf881b765d96b256b6be3920c1ac6eedba
libero_spatial,9,2,5,True,True,0,0.87610619,0.87898089,-0.0028747,c6bcd2b35367b0546114f8b92c6acd01a614a1756bd3fa34e775f7414ed13949,37976c9aeeb76b8b3193faeb294e7f1aef3700758c8680c5639f96c0064ad1f9,4042eaaa940df9ab1fb1d6cc58e4f57a5f61ef685240970f7872a31d40605f7d,022397f806f97051647096df7392fbb0ba754dccc34688f3981db2730c153dd1,9105ad44344a103cfdb7f20f06674801620f1be074022515a4f7f51fe43691dd
libero_spatial,9,2,6,True,True,0,0.87735849,0.86986301,0.00749548,5494ed235f79018a3e3c3747adec758412b5b087cb6ea2fadcb15c7b0a304018,a326045278af89bc3a1a5932be36e726e66f7a73eea9043e21559771ea052323,30ccd56d16dd52caf205fd8efb7ed070f52dd4ca22425e6ec5305ee65f3cde42,f29989e08bc8cdf6b70f7e4cd405f7bb2c6fc876572230e65185efdf01a7275c,4aba67172f80b79b7c26d8d9bc2c9aaaea4c2ae91f4930a8ed1379b9db42b2cd
libero_spatial,9,2,7,True,True,0,0.87755102,0.86956522,0.0079858,943a79d96b57e64674272be670d2a3bae2931c8a36caf1f47d3f5a43a70a96ea,837045a9982b4675d616fc5590e7a81a35b76afb6436b74e7f05c7e8a6abdda2,ee30091991645f6344e99e955ac641d05c0d151c5d0488993cbb79ff7aa25fc4,3e0842774e4d90b1976cfd1510fae701a870f062e28cd153823ea53a5f34c902,f9aa0ab416b29a81be6c78080f24c6f6b56df60d489381f09a53fe4f6a7c96cf
libero_spatial,9,3,4,True,True,0,0.87209302,0.87313433,-0.00104131,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,e149b0eed7d8851443ac5177358aa39d5c3957e798f95a15d12259ade3fd8fb3,67e84ecc6122535c27f7f714768ab08005da0f26980679c589a17c0d2bbf6d94,70bd79189579aff1eef175db9423792cbb35c466e58137b42ba78c18dd3a5136,8e299072d2879a21d76a4ddf3ff76cc1d48c80902172616b1870a2e945af63ad
libero_spatial,9,3,5,True,True,0,0.85869565,0.85611511,0.00258054,6ce86d38f92f1bf2f0ef89eea048e8011e0bd6c9ae3c35b0260cebaf5eb88c02,51f72283d5d4df854bb32e6d2c14221759e3204a3dce424d587feb931037060f,4e6658f6f1aa03bfe96dbb092730977b43b626a431e666ac505862cfda707d7b,e6e3df963853b6876c3a5e17329544e2d21f898a6aa252b3af73565e0b7417b7,c1c5f622705efd9b8581dfac9db3298300c34e9a70ce7c6681fec77f6e2d462e
libero_spatial,9,3,6,True,True,0,0.87777778,0.87162162,0.00615616,86af305f0ec297b199dbb697ea3e12948075420b1cf45dcab5f6d3ec551a46a7,98867bb1d54bf4d3c633d14981f888769cf7c76a0ad35d96e92d898d1e0712b7,dc0b57a9bb94bb7f9eff35ac8015948c19971e9229e1854f4a988431246ac418,7ff1465519dc4b0363083ee692bacf6ca8954e5a96ad2cd8cf4661631892b5c2,8fcefa770dc9cc7b8fee6a4bacc2fe85e0372dea950ada15400e0ae8d8bc060e
libero_spatial,9,3,7,True,True,0,0.85869565,0.86567164,-0.00697599,cb83556da2a5d5fd5b2c403a3ff9124bc769daac6f02152f1115c4298e4af6ec,b27168763caf9cc1c70623d40d1153581081380e559806402c81aa83f7b3ec05,e86624c9910cb6dda0e9dd1621f7354c9661ca6410409db9c727527e0d5b27be,c30d9a402a7303a658ceaf5b87adbfc09f82b8221f4969651546747a974cb165,1f856ffb0e185a560434ef659ce313a38b0dc40ef6eba6d0c5d5577cd148cf51
libero_spatial,9,4,4,True,True,0,0.89552239,0.88235294,0.01316945,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,56d90dc3bd7c0f170f5bac8ac0cbcfee25ce277cfa0c61417efd7b5c741b0a6a,7e4222101d87ae58c2d7ad247148f6549145f0fef1e05fdb545319b2ac4b03e0,8d111f52cf676a9b5a2f0ccee0743a595c7c0b02e930ab513c39400357c26375,f3e7be24c756480acd0cbb463b8c2b787b5f64f5aa95d9a1d5ac7d3c5ca15d5a
libero_spatial,9,4,5,True,True,0,0.86131387,0.86549708,-0.00418321,9d27e8547f5f08d749e813810ea5fbcabfda762c07d2bc8a75a79a50e1685994,19711e9c090204c3baa3922597ccc6ad89bfa026b6d185d77f531f4eba6d1248,6c1f9c04a7deb63bef50c2b822796eed1e82a69fa425f0ecf5181cea91cee117,c285433ab493b2b7a12691e0641bc3965df0894f7524a9f52d8c743a1d8abda4,20fdf44119b8f53cab8c8a8655ae5304dc41d0a27ffdc7390f11d608353cc458
libero_spatial,9,4,6,True,True,0,0.86619718,0.88383838,-0.0176412,e7d1ddf7761004e49510ab9f3970bf3a7457817bfb57163af33101d940780fdc,81e431aa5b0e5dd8a69050d177150ac76937c9a93873745e8dff838f7924678f,5c77feabf043b9126f70fc54ee17b48adaa580bbbd1be981ecad57f68461c395,ceb9b89b04b3d664c6ca2b808a5b5718ba7d0357f24ff84523e09f349637668f,d2163228cd66b8d3297beb3267840ab64ce200d93e5d5f17980a9e16ab6c5660
libero_spatial,9,4,7,True,True,0,0.8828125,0.88125,0.0015625,67b22b8c1c7d85c1e3cc7c5e37ef57eaec6fb80f1d8ee66eb6a7b883464fbd0a,47f3809397499ac0e7ef25933d467a8d8b3e2ee4f591c5be968d2253ca0cf9da,cb8f19d2ed39cb56fa3fe638f1ecc248929efc3301be3fd8cb182eb462d4fa09,d2322dc57a4e93a2cc534866a44d65f1ecd11d899f19ea8598873962498b52e8,b1dae36e9a403ba8729bf5fa0ef70d862776b421edd5f394e927c3188366000b
libero_spatial,9,5,4,True,False,1,0.84042553,0.87727273,-0.0368472,aa0cdeadd136826eac6b6e1aab3d5369dc6850b036ee9bea029eafb4f6df2401,5d01f1970d03eb45253f774a0cb3b7bb9b2df20ac16e114dce122a64969dee03,a7d25c88d3e40098c65884a2a8278ec9472b1be09a9d14a48a9062952105ceed,5ca816ff97c241b0fc7a8a22de3b43805b342eddb9a01b2c566c50a5459bb9a5,0dd85edbaf922bdcaa9c231dd9cba4f4a6504325eaf29415b62f2dbfc867dc33
libero_spatial,9,5,5,True,False,1,0.86458333,0.89090909,-0.02632576,5d7f7c506a97bf93fa32de1e3ed9deca9768d4946b41818a1e12728025b6ac49,9061d18fcabaf6f3f925b75974b1fd83a50fc151a1e7da8eb751c082277c093d,abd6a0f8ab6ebbf8aaa716000f946ec121a260e659f5666fe301d1a92be5a35a,420c96231236477891315b9efceea44bb306cbd5520644e30ce25f6f3059b1f6,3f181bf00246c1f9e70fbfda676f5cbcc1b60ccd1c2f4c69b8e971d8dd6e94c6
libero_spatial,9,5,6,True,True,0,0.86734694,0.87591241,-0.00856547,d07cde9842c77f852f5342c4759dda45a46713c2aed488750db83a5b2ad90c55,9546daf31c60b11f6d9718e2a4fc6482909aa8a95bcf8a8167efcf5226855431,77f819d107dd4feb01725d79a07db2f5a985394b348af69d8001418ff8252d32,115762de3605076fde75f7501bf5ed1c3c569eb6cd442633fc2d1be69f014ada,79926ec8f97e3a27b5987a58dd4fda3a0c16cc054271c48bbc16482338dbf9ef
libero_spatial,9,5,7,True,True,0,0.87962963,0.87586207,0.00376756,245c4f09d4bd6e446825e4b380acd8f864f0180b08f3be5dea6acc02e18405fb,4fa1348dbab7216f6f366789d79b2e36f0ae1e648bfa27cac1e359b57c01ac65,994571fd098c40271b0f05450cf042474aeacc7a10ddfccca6f2663d4f24f87d,081ccd2c91ae5d8e502b5ae17d29985a4cce10b0d6a91e6aff7a6d402579bcad,58b8f67876d29aee47f9b498b67b4e71819c7997103bc889a26689d0e2431d14
libero_spatial,9,6,4,True,True,0,0.87378641,0.87142857,0.00235784,fcaeac7cc17d1c0008bf07f238e2d4abfb1c63f4b2231fd34feefdb33b265d8f,2bc9e6e1c3454f2cfbd1d3dd103798a960be3f01dcf8a911e113ed90324577b8,2477863c9db1c25c5c2f0a6abd32a3d5f94dc88b53cf3766d660a094ba4d0d40,751c0cb52bb37d630c94cf9227194fecdfb1f8331edd1fb20081718adf7aaaf9,3c6ca3407c85e5d374a025745fbf973726f80e1a1b2b5a6bc38b92b4fca4b4ce
libero_spatial,9,6,5,True,True,0,0.87179487,0.88028169,-0.00848682,0ca7363b84c42400b6e3bb06e5827d4c18d8f4b002ec5b2ab66273519cf23e2f,9c5bd01d8b0a3df19a59ea3b04023e6498579277cd782d11fdc18cedbbe33353,a4a742cafd6b02b82e20549d82423c4350a3299e3246c3fa0bd6d52b5a743340,324a2d9fcace1c18c17d5b97d9a05d83aa2c398921f7ed88f093940d686e19b1,dc618527ebd1dfb26aa268a3762ac5b4db813e558e2791205c5b1853a05cbd4c
libero_spatial,9,6,6,True,True,0,0.87272727,0.87341772,-0.00069045,c878f12613ab732775aac20405d54eb3174e438cea40fe6fb9b1b88a0ece29b0,625d456ead378041d23459ddf0586d100a579724252acabe432b893a1fe1b3ca,48ea70c566c206238306b440c1f214f088b46925e5cf7d3e97e79baa73c2057a,d3d9732d88d36ea36dfb2cb06a4cad441ded6c7c3c614f58f0628d30ae905dd8,984c1599f16489fd648fb2d491888a4cfe467ff25d497ad05ed0123f0a8f9205
libero_spatial,9,6,7,True,True,0,0.85714286,0.86861314,-0.01147028,5fa1af0478112254215dd54b7039e5d9ea34f6a0787d62d2c86e94d6d9bd3c1c,5afb098ec98280580337928e578a945b482532e79d44cb61b4d109202efe4d1b,54c1a2c6782eab4177e5bd485641cec31c276294c052ce30c44e811f26662b04,cb7604713116b0896eaeb6666a19950323078d67b4a58e832732fe65a0e686cb,668ef826b99121ea4d69759fe8699601689a060d2e60ae336fdd7f282685ccf6
libero_spatial,9,7,4,True,True,0,0.86086957,0.8839779,-0.02310834,e8ba213ad43f879cb85e8d234bcc13d4b87a7f3d5631a9d646ab6b05767236d6,77a5817c64b537992a4245187f646f5c935157277217c3b347ff36f576464747,c52731e4186888943ac91f1be9f24e435032077cf082c96c6007537aff2363a5,f39389bf32fd8da7d35badbc71d0cc9807f4417e3d3b022fabcf0886eb6686e6,5e1bb94ea31393506729b355c31763b9a42400dd5ece7bfa2b2c9cf8274e01ce
