schema_version,stratum,edge_index,q_start,q_end,endpoint_start_valid,endpoint_end_valid,continuous_status,continuous_reason,continuous_collision_pair,continuous_valid,continuous_pair_evaluations,continuous_subintervals,continuous_max_depth,continuous_minimum_distance_m,continuous_motion_bound_m,dense_samples,dense_valid,false_safe,conservative_rejection,continuous_latency_ms,dense_latency_ms
armbench.mujoco_self_collision_audit.v1,global,7,"[1.7962551922983852,-1.5878019648633912,-1.8126461288338636,-2.0380212879924327,1.6070488161257912,0.3612829013431651,-1.6389031750958587]","[-2.523208515228057,-0.5582508684171055,0.9493416164459019,-1.4058702205037317,-0.6219498502518048,0.5652931303586286,-2.359559970724344]",True,True,collision,collision:self:link5:geom_32:hand:geom_65,self:link5:geom_32:hand:geom_65,False,40017,217,9,0.0,9.676804370393139,2160,True,False,True,391.13170001655817,133.05250002304092
armbench.mujoco_self_collision_audit.v1,global,8,"[-0.011113432772700271,0.35202917088818797,2.1789123006144986,-1.2489956165433342,-0.778300043690634,3.652306600993171,-1.4201389895667251]","[1.9281510690958856,-1.015551141517559,0.37966469485464893,-2.1925739890836233,-2.86736219273263,1.729603710170145,-1.891859368271907]",True,True,collision,collision:self:link5:geom_32:link7:geom_59,self:link5:geom_32:link7:geom_59,False,103883,566,9,0.0,7.1484264663832295,1045,True,False,True,1022.3355000198353,104.84089999226853
armbench.mujoco_self_collision_audit.v1,global,9,"[-2.2826882339192673,-0.3088251508570956,0.5084293190576834,-2.996655661319071,1.819477458155483,2.316553714582161,-0.08704247258282916]","[0.002842780466382866,0.5395568597740099,1.4926857478618651,-2.2043505260939344,-1.4321636946052265,1.5258948136253678,-2.0626530604783753]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93879,511,8,0.02172750438789682,6.558112057113365,1626,True,False,False,988.8225000177044,116.6654999833554
armbench.mujoco_self_collision_audit.v1,global,10,"[1.0818570314745077,-0.9173241325781607,-1.6325775751729303,-2.025901846035506,2.7180891603562727,2.293513046089401,-2.310300972144346]","[0.8119656878501171,0.9202393374326081,-2.5195161706914124,-0.10138542739982803,-0.6097080585930748,0.5941891574005491,-1.0092349278756996]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93879,511,8,0.0216661320452568,6.305005421090642,1664,True,False,False,1102.8441000089515,168.74059999827296
armbench.mujoco_self_collision_audit.v1,global,11,"[-2.324732336848444,1.5625351931554583,-2.640849998518736,-1.470920560974461,1.5216812479339104,0.17099358371192813,-2.0712997643127697]","[1.853365094091806,1.2163738738674912,2.72412742600862,-1.133043004290609,-1.7350703430392778,3.0030251936582113,0.46567865475872106]",True,True,collision,collision:self:link5:geom_32:hand:geom_65,self:link5:geom_32:hand:geom_65,False,138288,754,9,0.0,12.030904779844507,2683,True,False,True,1529.9477000080515,943.8757000025362
armbench.mujoco_self_collision_audit.v1,global,12,"[-2.602809819281082,0.06810610730534195,0.010167972013830795,-2.3424590561575,-1.3461584057462423,3.4073930578075227,-0.32619176888405343]","[0.9949681650451048,1.0936040991955656,0.2834977186130878,-1.5746231511389268,0.2919347586277312,0.08272122491584032,1.0952161896263126]",True,True,collision,collision:self:left_finger:geom_69:right_finger:geom_76,self:left_finger:geom_69:right_finger:geom_76,False,122947,670,9,0.0,7.793901842193368,1799,True,False,True,1539.0059999772348,149.85210000304505
armbench.mujoco_self_collision_audit.v1,global,13,"[-0.8949086852136112,1.5627847268154795,-2.201899274006284,-0.47208519563037754,-2.7367269496837254,0.6173928512253419,-0.9839879436961012]","[1.0872135831100844,-1.4698378758112098,0.748976827368744,-0.651901657091221,1.9001593889891937,1.7753312024541412,-0.614137503163207]",True,True,collision,collision:self:left_finger:geom_73:right_finger:geom_76,self:left_finger:geom_73:right_finger:geom_76,False,26896,145,9,-0.08616599296263193,10.061907535807663,2319,True,False,True,298.2742000021972,124.0137999993749
armbench.mujoco_self_collision_audit.v1,global,14,"[0.23774626975898583,1.7371666823483825,1.3211625004006788,-1.7755915775149398,-1.3160340446953274,1.951876382263498,0.3360182004256935]","[2.4211710976751664,0.021444372178364812,-2.539865224892297,-1.92897796138822,-1.796512629469501,0.1288284402971991,1.9891035245692996]",True,True,collision,collision:self:left_finger:geom_71:right_finger:geom_76,self:left_finger:geom_71:right_finger:geom_76,False,56713,308,9,0.0,8.607591310324045,1931,True,False,True,744.4627000077162,599.7545999998692
armbench.mujoco_self_collision_audit.v1,global,15,"[1.9466493837427614,-0.3017048099676216,-0.4118145432654057,-1.5951977967766555,-1.196914783485548,1.762438887702078,1.6869116486309497]","[-1.5544315178546477,0.9606139599608214,0.7931962361613492,-0.6103410007885666,0.4266820567562104,0.798643334458042,2.14836598972675]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,184281,1005,9,0.020111385534594545,7.887415380537091,1751,True,False,False,2122.530500026187,174.22700001043268
armbench.mujoco_self_collision_audit.v1,global,16,"[1.579843382277081,0.68253557164183,2.2174170430027975,-1.8885605132103938,-2.3555093185961775,0.2846874746044924,-2.839153348788551]","[0.22019871460558127,-0.8373183856116532,0.9972457501376613,-0.8988802581662032,1.9508916104157303,3.63699713558372,1.5471726329213644]",True,True,collision,collision:self:link5:geom_31:hand:geom_65,self:link5:geom_31:hand:geom_65,False,12919,69,9,-0.06917663214164955,8.306690074602852,2194,True,False,True,184.110200003488,217.577799980063
armbench.mujoco_self_collision_audit.v1,global,17,"[1.2447616263461163,-0.39490001890683124,2.1788513083199326,-2.098454574526299,-2.1927585797084275,3.2815396430958863,0.44359091558325314]","[-2.6072613059945113,0.33424353716394206,-2.314936860290649,-1.055171087267735,1.7062118922939047,2.566297980913068,1.7297935819592856]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,187575,1023,9,0.021657710886208582,11.254030365858718,2247,True,False,False,2171.5681000205223,210.7535000250209
armbench.mujoco_self_collision_audit.v1,global,18,"[-2.381672516690087,0.34795294141705035,0.3493674791921286,-2.9098938004867723,2.234540280043896,2.625648221703121,-0.5848571484723202]","[0.33349027767807193,0.24368066887304352,-0.31993872513402577,-2.3240920958727926,1.38304381043069,2.865972283927698,-1.4400460743300827]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93879,511,8,0.014395667189624945,4.617598094919681,1358,True,False,False,1218.0916999932379,282.66990001429804
armbench.mujoco_self_collision_audit.v1,global,19,"[0.4111448791754526,0.2984176072327842,0.956268148867542,-2.627265859680623,-1.19759092922706,1.704291929129716,-0.6679029216473569]","[0.45561216227105694,-0.11403996368915936,-1.5525428335224005,-2.4796340247776913,1.7120745964035158,3.703030636098094,-2.7126789675863265]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93147,507,8,0.021633226757950597,4.6312771062905975,1455,True,False,False,1143.3942000148818,104.84119999455288
armbench.mujoco_self_collision_audit.v1,global,20,"[2.4627924072094225,1.6309826281987676,-2.5438411848266584,-0.6098312938341035,-2.6954393425766265,3.357829326676811,-2.752721012640655]","[-0.24045901494930577,1.5722207785737576,-1.8536026249250963,-0.7356970726335144,1.092757161877806,0.8453544923946922,2.0434943021372125]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93879,511,8,0.02097574915469114,6.804888208508076,2399,True,False,False,983.6178999976255,231.60259998985566
armbench.mujoco_self_collision_audit.v1,global,21,"[-0.12424381128409223,1.0398206821715172,-1.0343463974331963,-1.9354062102107765,-1.5642010345478683,1.8644078538275755,1.4941275569730519]","[0.4720782333871947,-1.1972291683383882,-1.6793184627907125,-2.4942713232407185,2.543624389282282,3.684714114904391,-1.1489118581224405]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93879,511,8,0.021725268383650673,6.542570596721386,2054,True,False,False,1135.20819999394,186.16439998731948
armbench.mujoco_self_collision_audit.v1,global,22,"[-1.7118622477054612,1.1986929337180992,0.7407486201801818,-2.405762941865377,-1.2316820631185408,0.7830304341254584,-0.9575999674776103]","[2.167642069959801,-0.5712565832337027,2.846416119822987,-1.3491815064828128,-1.5077305654365234,3.164794047529966,0.515206418918523]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,186477,1017,9,0.02172246222262746,9.869641309444658,1940,True,False,False,1890.4468000109773,154.72990000853315
armbench.mujoco_self_collision_audit.v1,global,23,"[-0.551109023105786,1.3157424945433602,-1.887715914081393,-1.7152470432472016,1.604694767866977,0.8349245757239948,-1.6917118174439534]","[-2.8948475833882013,1.0441811727888282,2.60713021180594,-1.902281484677692,-2.1826507914615343,1.4108687492473435,-0.2676118728299377]",True,True,collision,collision:self:left_finger:geom_68:right_finger:geom_79,self:left_finger:geom_68:right_finger:geom_79,False,97690,532,9,0.0,8.351737767032683,2248,True,False,True,1186.9431999803055,567.7873000095133
