case_id,selection_index,source_row_index,task_suite,task_id,method,pair_id,episode_id,episode_index,query_index,scenario,response_action_sha256,horizon,inference_latency_ms,policy_inference_latency_ms,server_inference_latency_ms,input_max_abs,input_clipped_steps,velocity_limited_steps,adapter_max_residual_norm,adapter_min_singular_value,adapter_latency_ms,raw_path_safe,deadline_exceeded,fallback_latched,fallback_reason,unsafe_raw_steps,intervention_steps,hold_steps,slew_limited_steps,acceleration_override_steps,max_raw_acceleration_rad_s2,max_guarded_acceleration_rad_s2,guard_latency_ms,safe_after_guard,guarded_path_safe,raw_hand_displacement_m,guarded_hand_displacement_m
row_01675__free_space,18,1675,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,1,free_space,b529e80e8f8d4fd66e57f477b1c32fd6b7e1574f23f85ef1582259bdddf7925e,10,78.09889200143516,54.49658699944848,77.30320200062124,1.0024470090866089,8,0,0.005840608048400328,0.21743772198345124,2.4218000035034493,True,False,False,,0,0,0,0,0,5.033607011819807,5.033607011819807,4.630199997336604,True,True,0.07796263959287651,0.07796263959287651
row_01675__single_block,18,1675,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,1,single_block,b529e80e8f8d4fd66e57f477b1c32fd6b7e1574f23f85ef1582259bdddf7925e,10,78.09889200143516,54.49658699944848,77.30320200062124,1.0024470090866089,8,0,0.005840608048400328,0.21743772198345124,2.00089999998454,True,False,False,,0,0,0,0,0,5.033607011819807,5.033607011819807,4.530299993348308,True,True,0.07796263959287651,0.07796263959287651
row_01675__narrow_gate,18,1675,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,1,narrow_gate,b529e80e8f8d4fd66e57f477b1c32fd6b7e1574f23f85ef1582259bdddf7925e,10,78.09889200143516,54.49658699944848,77.30320200062124,1.0024470090866089,8,0,0.005840608048400328,0.21743772198345124,2.11650000710506,True,False,False,,0,0,0,0,0,5.033607011819807,5.033607011819807,4.6024999901419505,True,True,0.07796263959287651,0.07796263959287651
row_01708__free_space,19,1708,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,34,free_space,f2a50edfe0256c15d7b51d9322c938e8000d5c8dd8d094e6fe385762844dcda2,10,82.38331400207244,56.20264000026509,79.54464499925962,1.0032870769500732,8,10,0.20411251884612147,0.20326838646279544,2.1087999921292067,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.295800005318597,True,True,0.15253668313198096,0.1443924734673346
row_01708__single_block,19,1708,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,34,single_block,f2a50edfe0256c15d7b51d9322c938e8000d5c8dd8d094e6fe385762844dcda2,10,82.38331400207244,56.20264000026509,79.54464499925962,1.0032870769500732,8,10,0.20411251884612147,0.20326838646279544,2.0660000009229407,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.796400000690483,True,True,0.15253668313198096,0.1443924734673346
row_01708__narrow_gate,19,1708,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,34,narrow_gate,f2a50edfe0256c15d7b51d9322c938e8000d5c8dd8d094e6fe385762844dcda2,10,82.38331400207244,56.20264000026509,79.54464499925962,1.0032870769500732,8,10,0.20411251884612147,0.20326838646279544,2.0263000042177737,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.266400003572926,True,True,0.15253668313198096,0.1443924734673346
row_02252__free_space,20,2252,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_06,libero_10__task_02__episode_06__overlap_unconditioned,6,11,free_space,4a9798c8bfd3f1389bd92400bc1b6c481b637f55a0c48d7ab67d4417344d1282,10,144.50046199635835,54.316118999850005,76.08589799929177,1.0063321590423584,8,5,0.1722651505449473,0.21743772198345124,2.047000001766719,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.805900004110299,True,True,0.11420067163439622,0.10921460072887113
row_02252__single_block,20,2252,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_06,libero_10__task_02__episode_06__overlap_unconditioned,6,11,single_block,4a9798c8bfd3f1389bd92400bc1b6c481b637f55a0c48d7ab67d4417344d1282,10,144.50046199635835,54.316118999850005,76.08589799929177,1.0063321590423584,8,5,0.1722651505449473,0.21743772198345124,2.104300001519732,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,16.763799998443574,True,True,0.11420067163439622,0.10921460072887113
row_02252__narrow_gate,20,2252,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_06,libero_10__task_02__episode_06__overlap_unconditioned,6,11,narrow_gate,4a9798c8bfd3f1389bd92400bc1b6c481b637f55a0c48d7ab67d4417344d1282,10,144.50046199635835,54.316118999850005,76.08589799929177,1.0063321590423584,8,5,0.1722651505449473,0.21743772198345124,2.5753999943844974,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,13.83219999843277,True,True,0.11420067163439622,0.10921460072887113
row_01849__free_space,21,1849,libero_10,2,projected_overlap,libero_10__task_02__episode_03,libero_10__task_02__episode_03__projected_overlap,3,27,free_space,4a6ff889c709eeae8eb41a8483527216f2e5f37a3bf3a36cbdacc9caf61b14b7,10,79.88902000215603,56.2025809995248,79.19760599907022,1.004217267036438,6,10,0.7409748349402562,0.1632941783719819,2.138999989256263,True,False,False,,1,1,0,1,0,26.099999999999998,15.0,6.534499989356846,True,True,0.25634617703738954,0.2517696045599687
row_01849__single_block,21,1849,libero_10,2,projected_overlap,libero_10__task_02__episode_03,libero_10__task_02__episode_03__projected_overlap,3,27,single_block,4a6ff889c709eeae8eb41a8483527216f2e5f37a3bf3a36cbdacc9caf61b14b7,10,79.88902000215603,56.2025809995248,79.19760599907022,1.004217267036438,6,10,0.7409748349402562,0.1632941783719819,3.658400004496798,True,False,False,,1,1,0,1,0,26.099999999999998,15.0,17.000399995595217,True,True,0.25634617703738954,0.2517696045599687
row_01849__narrow_gate,21,1849,libero_10,2,projected_overlap,libero_10__task_02__episode_03,libero_10__task_02__episode_03__projected_overlap,3,27,narrow_gate,4a6ff889c709eeae8eb41a8483527216f2e5f37a3bf3a36cbdacc9caf61b14b7,10,79.88902000215603,56.2025809995248,79.19760599907022,1.004217267036438,6,10,0.7409748349402562,0.1632941783719819,1.9475000008242205,True,False,False,,1,1,0,1,0,26.099999999999998,15.0,6.417299999156967,True,True,0.25634617703738954,0.2517696045599687
row_02029__free_space,22,2029,libero_10,2,projected_overlap,libero_10__task_02__episode_05,libero_10__task_02__episode_05__projected_overlap,5,29,free_space,86acdfcdfcbca0d0782d3201e8567f83123f5c470b3c80abcba2f9f9caae7b6a,10,79.96573999844259,56.423709997034166,79.23989000119036,1.004724144935608,10,10,0.6689097272985339,0.2032791254557419,2.0474000048125163,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.616099995677359,True,True,0.15249291131091441,0.14423879419830052
row_02029__single_block,22,2029,libero_10,2,projected_overlap,libero_10__task_02__episode_05,libero_10__task_02__episode_05__projected_overlap,5,29,single_block,86acdfcdfcbca0d0782d3201e8567f83123f5c470b3c80abcba2f9f9caae7b6a,10,79.96573999844259,56.423709997034166,79.23989000119036,1.004724144935608,10,10,0.6689097272985339,0.2032791254557419,4.190300009213388,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.14869999117218,True,True,0.15249291131091441,0.14423879419830052
row_02029__narrow_gate,22,2029,libero_10,2,projected_overlap,libero_10__task_02__episode_05,libero_10__task_02__episode_05__projected_overlap,5,29,narrow_gate,86acdfcdfcbca0d0782d3201e8567f83123f5c470b3c80abcba2f9f9caae7b6a,10,79.96573999844259,56.423709997034166,79.23989000119036,1.004724144935608,10,10,0.6689097272985339,0.2032791254557419,1.9509999983711168,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.491699994308874,True,True,0.15249291131091441,0.14423879419830052
row_02327__free_space,23,2327,libero_10,2,projected_overlap,libero_10__task_02__episode_06,libero_10__task_02__episode_06__projected_overlap,6,32,free_space,41ed03ec2c804f7570385f83a61112cae62024474be9183529c4ab92e0239f1e,10,85.4951590008568,55.97964699700242,78.42390699806856,1.0023658275604248,7,10,0.5284868563795567,0.20330207887295967,1.8654000014066696,True,False,False,,1,1,0,1,0,24.57783709576104,15.0,7.164800001191907,True,True,0.12584110070244556,0.1203297053778931
row_02327__single_block,23,2327,libero_10,2,projected_overlap,libero_10__task_02__episode_06,libero_10__task_02__episode_06__projected_overlap,6,32,single_block,41ed03ec2c804f7570385f83a61112cae62024474be9183529c4ab92e0239f1e,10,85.4951590008568,55.97964699700242,78.42390699806856,1.0023658275604248,7,10,0.5284868563795567,0.20330207887295967,1.9067999965045601,True,False,False,,1,1,0,1,0,24.57783709576104,15.0,6.049100004020147,True,True,0.12584110070244556,0.1203297053778931
row_02327__narrow_gate,23,2327,libero_10,2,projected_overlap,libero_10__task_02__episode_06,libero_10__task_02__episode_06__projected_overlap,6,32,narrow_gate,41ed03ec2c804f7570385f83a61112cae62024474be9183529c4ab92e0239f1e,10,85.4951590008568,55.97964699700242,78.42390699806856,1.0023658275604248,7,10,0.5284868563795567,0.20330207887295967,2.1376000076998025,True,False,False,,1,1,0,1,0,24.57783709576104,15.0,12.828200007788837,True,True,0.12584110070244556,0.1203297053778931
row_01764__free_space,24,1764,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_03,libero_10__task_02__episode_03__rtc_guided_overlap,3,41,free_space,75a78d7ece08a9ef7362dbf7e8592c40127fa6547a7277e6ef2570b213a6606f,10,126.336525005172,72.46523300273111,107.9433280028752,1.0023224353790283,7,10,0.5835403570768363,0.17117100951756495,4.852700003539212,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,15.962200006470084,True,True,0.17971154397318004,0.17514070802532658
row_01764__single_block,24,1764,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_03,libero_10__task_02__episode_03__rtc_guided_overlap,3,41,single_block,75a78d7ece08a9ef7362dbf7e8592c40127fa6547a7277e6ef2570b213a6606f,10,126.336525005172,72.46523300273111,107.9433280028752,1.0023224353790283,7,10,0.5835403570768363,0.17117100951756495,1.9530999998096377,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.149000004166737,True,True,0.17971154397318004,0.17514070802532658
row_01764__narrow_gate,24,1764,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_03,libero_10__task_02__episode_03__rtc_guided_overlap,3,41,narrow_gate,75a78d7ece08a9ef7362dbf7e8592c40127fa6547a7277e6ef2570b213a6606f,10,126.336525005172,72.46523300273111,107.9433280028752,1.0023224353790283,7,10,0.5835403570768363,0.17117100951756495,2.7581000031204894,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.419900000561029,True,True,0.17971154397318004,0.17514070802532658
row_02052__free_space,25,2052,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_05,libero_10__task_02__episode_05__rtc_guided_overlap,5,8,free_space,b24e7278dfda6faa16463ba15c2aba4214d3914d69e5cd8c078ea2eeffff360e,10,109.99461100436747,72.65227899915772,109.15700900659431,1.0023045539855957,7,10,0.5026948948699421,0.20308901892696088,1.8145999929402024,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.157399999210611,True,True,0.17630982991325586,0.1685095504914928
row_02052__single_block,25,2052,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_05,libero_10__task_02__episode_05__rtc_guided_overlap,5,8,single_block,b24e7278dfda6faa16463ba15c2aba4214d3914d69e5cd8c078ea2eeffff360e,10,109.99461100436747,72.65227899915772,109.15700900659431,1.0023045539855957,7,10,0.5026948948699421,0.20308901892696088,1.9118999916827306,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.772299991804175,True,True,0.17630982991325586,0.1685095504914928
row_02052__narrow_gate,25,2052,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_05,libero_10__task_02__episode_05__rtc_guided_overlap,5,8,narrow_gate,b24e7278dfda6faa16463ba15c2aba4214d3914d69e5cd8c078ea2eeffff360e,10,109.99461100436747,72.65227899915772,109.15700900659431,1.0023045539855957,7,10,0.5026948948699421,0.20308901892696088,4.927699992549606,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,13.257600003271364,True,True,0.17630982991325586,0.1685095504914928
row_02147__free_space,26,2147,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_06,libero_10__task_02__episode_06__rtc_guided_overlap,6,10,free_space,1c8647823b25e5aa6b40d08da1a01c66d8ff370f54b36e72c0202761ed0d5f76,10,199.64047000394203,72.47038299829,107.80696299480041,1.0066787004470825,8,7,0.26444341433790397,0.21743772198345124,1.858199990238063,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.6545000115875155,True,True,0.15506830935356647,0.1481912762787977
row_02147__single_block,26,2147,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_06,libero_10__task_02__episode_06__rtc_guided_overlap,6,10,single_block,1c8647823b25e5aa6b40d08da1a01c66d8ff370f54b36e72c0202761ed0d5f76,10,199.64047000394203,72.47038299829,107.80696299480041,1.0066787004470825,8,7,0.26444341433790397,0.21743772198345124,5.1807999989250675,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,8.195300004445016,True,True,0.15506830935356647,0.1481912762787977
row_02147__narrow_gate,26,2147,libero_10,2,rtc_guided_overlap,libero_10__task_02__episode_06,libero_10__task_02__episode_06__rtc_guided_overlap,6,10,narrow_gate,1c8647823b25e5aa6b40d08da1a01c66d8ff370f54b36e72c0202761ed0d5f76,10,199.64047000394203,72.47038299829,107.80696299480041,1.0066787004470825,8,7,0.26444341433790397,0.21743772198345124,2.803199997288175,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.44210000266321,True,True,0.15506830935356647,0.1481912762787977
row_02684__free_space,27,2684,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_03,libero_10__task_03__episode_03__overlap_unconditioned,3,38,free_space,bb069ee85c0da0772e6c92cd975c0e275f2fb778b135417af5ee99355177df18,10,78.93961099762237,56.00249199778773,78.29245500033721,1.0061078071594238,10,10,0.4309924028921187,0.20561721614391462,2.401499994448386,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.0069000066723675,True,True,0.27679804093898036,0.27546491607229895
row_02684__single_block,27,2684,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_03,libero_10__task_03__episode_03__overlap_unconditioned,3,38,single_block,bb069ee85c0da0772e6c92cd975c0e275f2fb778b135417af5ee99355177df18,10,78.93961099762237,56.00249199778773,78.29245500033721,1.0061078071594238,10,10,0.4309924028921187,0.20561721614391462,2.4178000021493062,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.0325000124285,True,True,0.27679804093898036,0.27546491607229895
row_02684__narrow_gate,27,2684,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_03,libero_10__task_03__episode_03__overlap_unconditioned,3,38,narrow_gate,bb069ee85c0da0772e6c92cd975c0e275f2fb778b135417af5ee99355177df18,10,78.93961099762237,56.00249199778773,78.29245500033721,1.0061078071594238,10,10,0.4309924028921187,0.20561721614391462,2.372500006458722,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.187399998656474,True,True,0.27679804093898036,0.27546491607229895
row_03045__free_space,28,3045,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_06,libero_10__task_03__episode_06__overlap_unconditioned,6,14,free_space,bd4de50b04a226b095b880d9b9f80125d0000d58df9373dc6037ad6ba18d7b71,10,137.0474759969511,55.76250300509855,78.65891300025396,1.0032649040222168,7,5,0.10622205445640118,0.20961440533827427,1.8114999984391034,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.2687999996123835,True,True,0.17877038441455095,0.1708799247895165
row_03045__single_block,28,3045,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_06,libero_10__task_03__episode_06__overlap_unconditioned,6,14,single_block,bd4de50b04a226b095b880d9b9f80125d0000d58df9373dc6037ad6ba18d7b71,10,137.0474759969511,55.76250300509855,78.65891300025396,1.0032649040222168,7,5,0.10622205445640118,0.20961440533827427,2.03719999990426,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,12.928099997225218,True,True,0.17877038441455095,0.1708799247895165
row_03045__narrow_gate,28,3045,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_06,libero_10__task_03__episode_06__overlap_unconditioned,6,14,narrow_gate,bd4de50b04a226b095b880d9b9f80125d0000d58df9373dc6037ad6ba18d7b71,10,137.0474759969511,55.76250300509855,78.65891300025396,1.0032649040222168,7,5,0.10622205445640118,0.20961440533827427,4.41300000238698,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,14.79010000184644,True,True,0.17877038441455095,0.1708799247895165
row_03055__free_space,29,3055,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_06,libero_10__task_03__episode_06__overlap_unconditioned,6,24,free_space,140353b64274ea8c49ba667a42ec895be82df0496a9d9f2f09dc01ea17561bf6,10,114.88191899843514,56.21291600255063,79.38592300342862,1.0059425830841064,9,0,0.013908775352540014,0.21414420991528088,2.369800000451505,True,False,False,,1,1,0,1,0,19.01484366506676,15.0,6.194300003699027,True,True,0.25931810199474314,0.2560281460384476
row_03055__single_block,29,3055,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_06,libero_10__task_03__episode_06__overlap_unconditioned,6,24,single_block,140353b64274ea8c49ba667a42ec895be82df0496a9d9f2f09dc01ea17561bf6,10,114.88191899843514,56.21291600255063,79.38592300342862,1.0059425830841064,9,0,0.013908775352540014,0.21414420991528088,2.3292999976547435,True,False,False,,1,1,0,1,0,19.01484366506676,15.0,6.325800000922754,True,True,0.25931810199474314,0.2560281460384476
row_03055__narrow_gate,29,3055,libero_10,3,overlap_unconditioned,libero_10__task_03__episode_06,libero_10__task_03__episode_06__overlap_unconditioned,6,24,narrow_gate,140353b64274ea8c49ba667a42ec895be82df0496a9d9f2f09dc01ea17561bf6,10,114.88191899843514,56.21291600255063,79.38592300342862,1.0059425830841064,9,0,0.013908775352540014,0.21414420991528088,2.350099995965138,True,False,False,,1,1,0,1,0,19.01484366506676,15.0,6.309199990937486,True,True,0.25931810199474314,0.2560281460384476
row_02485__free_space,30,2485,libero_10,3,projected_overlap,libero_10__task_03__episode_02,libero_10__task_03__episode_02__projected_overlap,2,32,free_space,3a465373310132ab8765347bfbe1b5de406975dd4e15df1bcc3de88be3f19f56,10,79.60032200207934,54.709163996449206,78.69229900097707,1.0025990009307861,8,0,0.007165995163867461,0.21743772198345124,2.41279999318067,True,False,False,,1,1,0,1,0,15.069974097923847,15.0,4.366900000604801,True,True,0.06948850466832537,0.06948850466832537
row_02485__single_block,30,2485,libero_10,3,projected_overlap,libero_10__task_03__episode_02,libero_10__task_03__episode_02__projected_overlap,2,32,single_block,3a465373310132ab8765347bfbe1b5de406975dd4e15df1bcc3de88be3f19f56,10,79.60032200207934,54.709163996449206,78.69229900097707,1.0025990009307861,8,0,0.007165995163867461,0.21743772198345124,1.8781999970087782,True,False,False,,1,1,0,1,0,15.069974097923847,15.0,12.097500002710149,True,True,0.06948850466832537,0.06948850466832537
row_02485__narrow_gate,30,2485,libero_10,3,projected_overlap,libero_10__task_03__episode_02,libero_10__task_03__episode_02__projected_overlap,2,32,narrow_gate,3a465373310132ab8765347bfbe1b5de406975dd4e15df1bcc3de88be3f19f56,10,79.60032200207934,54.709163996449206,78.69229900097707,1.0025990009307861,8,0,0.007165995163867461,0.21743772198345124,2.01349999406375,True,False,False,,1,1,0,1,0,15.069974097923847,15.0,4.44699999934528,True,True,0.06948850466832537,0.06948850466832537
row_02777__free_space,31,2777,libero_10,3,projected_overlap,libero_10__task_03__episode_04,libero_10__task_03__episode_04__projected_overlap,4,1,free_space,e03b52b522731434a220f1730ff99755cf5302ffde188f1d617afcc16f421c3b,10,79.31479100079741,55.19068099965807,78.50992499879794,1.0031516551971436,7,0,0.01351813042068023,0.2138568691626958,5.887200008146465,True,False,False,,0,0,0,0,0,7.042149277655909,7.042149277655909,7.293400005437434,True,True,0.03209158416022007,0.03209158416022007
row_02777__single_block,31,2777,libero_10,3,projected_overlap,libero_10__task_03__episode_04,libero_10__task_03__episode_04__projected_overlap,4,1,single_block,e03b52b522731434a220f1730ff99755cf5302ffde188f1d617afcc16f421c3b,10,79.31479100079741,55.19068099965807,78.50992499879794,1.0031516551971436,7,0,0.01351813042068023,0.2138568691626958,1.8246000108774751,True,False,False,,0,0,0,0,0,7.042149277655909,7.042149277655909,3.956500004278496,True,True,0.03209158416022007,0.03209158416022007
row_02777__narrow_gate,31,2777,libero_10,3,projected_overlap,libero_10__task_03__episode_04,libero_10__task_03__episode_04__projected_overlap,4,1,narrow_gate,e03b52b522731434a220f1730ff99755cf5302ffde188f1d617afcc16f421c3b,10,79.31479100079741,55.19068099965807,78.50992499879794,1.0031516551971436,7,0,0.01351813042068023,0.2138568691626958,1.8493999959900975,True,False,False,,0,0,0,0,0,7.042149277655909,7.042149277655909,4.358700010925531,True,True,0.03209158416022007,0.03209158416022007
row_02904__free_space,32,2904,libero_10,3,projected_overlap,libero_10__task_03__episode_05,libero_10__task_03__episode_05__projected_overlap,5,42,free_space,6397fa1a6f6bfc16cf760328acf387d6941cc19dcea197613bb3fe0ebaf60a12,10,79.60837599966908,55.7444329970167,78.92707300197799,1.003438115119934,8,9,0.43213596169169805,0.21245329053962142,2.019599996856414,True,False,False,,1,1,0,1,0,21.027673379191103,15.0,5.482799999299459,True,True,0.34494649843409947,0.33886833258869675
row_02904__single_block,32,2904,libero_10,3,projected_overlap,libero_10__task_03__episode_05,libero_10__task_03__episode_05__projected_overlap,5,42,single_block,6397fa1a6f6bfc16cf760328acf387d6941cc19dcea197613bb3fe0ebaf60a12,10,79.60837599966908,55.7444329970167,78.92707300197799,1.003438115119934,8,9,0.43213596169169805,0.21245329053962142,1.7695999995339662,True,False,False,,1,1,0,1,0,21.027673379191103,15.0,6.669000009424053,True,True,0.34494649843409947,0.33886833258869675
row_02904__narrow_gate,32,2904,libero_10,3,projected_overlap,libero_10__task_03__episode_05,libero_10__task_03__episode_05__projected_overlap,5,42,narrow_gate,6397fa1a6f6bfc16cf760328acf387d6941cc19dcea197613bb3fe0ebaf60a12,10,79.60837599966908,55.7444329970167,78.92707300197799,1.003438115119934,8,9,0.43213596169169805,0.21245329053962142,2.173700006096624,True,False,False,,1,1,0,1,0,21.027673379191103,15.0,5.705800009309314,True,True,0.34494649843409947,0.33886833258869675
row_02605__free_space,33,2605,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_03,libero_10__task_03__episode_03__rtc_guided_overlap,3,2,free_space,871cce04617da57a1c41b6af7e4f55725dc9385e2a14bb8e9521d9f05173b97a,10,108.2117520054453,72.25646799633978,107.50033100339351,1.0025373697280884,5,8,1.0091503331900404,0.1858428610988948,1.9033999997191131,True,False,False,,0,0,0,0,0,12.082772189185455,12.082772189185455,9.82530000328552,True,True,0.16230620186512526,0.16230620186512526
row_02605__single_block,33,2605,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_03,libero_10__task_03__episode_03__rtc_guided_overlap,3,2,single_block,871cce04617da57a1c41b6af7e4f55725dc9385e2a14bb8e9521d9f05173b97a,10,108.2117520054453,72.25646799633978,107.50033100339351,1.0025373697280884,5,8,1.0091503331900404,0.1858428610988948,2.4034999951254576,False,False,False,,4,4,3,0,0,26.099999999999998,12.082772189185455,6.955000004381873,True,True,0.16230620186512526,0.1019539152331954
row_02605__narrow_gate,33,2605,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_03,libero_10__task_03__episode_03__rtc_guided_overlap,3,2,narrow_gate,871cce04617da57a1c41b6af7e4f55725dc9385e2a14bb8e9521d9f05173b97a,10,108.2117520054453,72.25646799633978,107.50033100339351,1.0025373697280884,5,8,1.0091503331900404,0.1858428610988948,5.1700000040000305,False,False,False,,5,5,4,0,1,26.099999999999998,21.749999999999996,5.4825999977765605,False,True,0.16230620186512526,0.07880127553847689
row_02617__free_space,34,2617,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_03,libero_10__task_03__episode_03__rtc_guided_overlap,3,14,free_space,67d433cf4d15e549306b8088d4e70a4313a76eed423b79ba1a4965edc6ab7fd7,10,121.90506199840456,83.7361130033969,120.93830700177932,1.0013387203216553,5,3,0.08785694468452959,0.2161856184787107,1.9198000081814826,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,12.51349999802187,True,True,0.1733978843145171,0.16571974826575084
row_02617__single_block,34,2617,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_03,libero_10__task_03__episode_03__rtc_guided_overlap,3,14,single_block,67d433cf4d15e549306b8088d4e70a4313a76eed423b79ba1a4965edc6ab7fd7,10,121.90506199840456,83.7361130033969,120.93830700177932,1.0013387203216553,5,3,0.08785694468452959,0.2161856184787107,3.064900010940619,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.007799998973496,True,True,0.1733978843145171,0.16571974826575084
row_02617__narrow_gate,34,2617,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_03,libero_10__task_03__episode_03__rtc_guided_overlap,3,14,narrow_gate,67d433cf4d15e549306b8088d4e70a4313a76eed423b79ba1a4965edc6ab7fd7,10,121.90506199840456,83.7361130033969,120.93830700177932,1.0013387203216553,5,3,0.08785694468452959,0.2161856184787107,3.3054000086849555,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,8.962499996414408,True,True,0.1733978843145171,0.16571974826575084
row_02917__free_space,35,2917,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_05,libero_10__task_03__episode_05__rtc_guided_overlap,5,13,free_space,828295ecacbba332510f9bc3c0a3c9f2bd734313099dca66695822787d8782aa,10,108.23020299721975,71.85337100236211,107.55217199766776,1.0041959285736084,10,5,0.11746517908051879,0.2083284355539021,5.454899990581907,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.761600005323999,True,True,0.19046387205256018,0.18327495382293132
row_02917__single_block,35,2917,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_05,libero_10__task_03__episode_05__rtc_guided_overlap,5,13,single_block,828295ecacbba332510f9bc3c0a3c9f2bd734313099dca66695822787d8782aa,10,108.23020299721975,71.85337100236211,107.55217199766776,1.0041959285736084,10,5,0.11746517908051879,0.2083284355539021,5.583299993304536,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,13.763799986918457,True,True,0.19046387205256018,0.18327495382293132
row_02917__narrow_gate,35,2917,libero_10,3,rtc_guided_overlap,libero_10__task_03__episode_05,libero_10__task_03__episode_05__rtc_guided_overlap,5,13,narrow_gate,828295ecacbba332510f9bc3c0a3c9f2bd734313099dca66695822787d8782aa,10,108.23020299721975,71.85337100236211,107.55217199766776,1.0041959285736084,10,5,0.11746517908051879,0.2083284355539021,4.874799997196533,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,9.657999995397404,True,True,0.19046387205256018,0.18327495382293132
row_03135__free_space,36,3135,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_02,libero_10__task_04__episode_02__overlap_unconditioned,2,18,free_space,be1cb9e1040c44498f97efc65d4857247dee7f9e0927d646467bb163ba9fa260,10,80.29168800567277,55.90988699987065,79.29911999963224,1.0004210472106934,2,0,0.007666016935661984,0.21743772198345124,2.8003999905195087,True,False,False,,0,0,0,0,0,11.289755787903802,11.289755787903802,4.434300004504621,True,True,0.0996534978839954,0.0996534978839954
