schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,mode,latency_source,replan_steps,latency_steps,query_index,observation_step,response_step,observation_captured_monotonic_ns,policy_call_started_monotonic_ns,policy_call_finished_monotonic_ns,response_ready_monotonic_ns,clock_trace_complete,observation_age_ms,inference_latency_ms,response_delivery_elapsed_ms,policy_inference_latency_ms,server_inference_latency_ms,response_jitter_requested_ms,jitter_key_sha256,completed_controller_steps,simulated_catchup_steps,action_chunk_steps,measured_stale_steps,action_offset_steps,selected_stop_step,available_suffix_steps,deadline_exceeded,horizon_overrun,age_refresh_index,fallback_hold_steps,alignment_disposition,alignment_reason,accepted,decision,rejection_reasons,position_mismatch_m,orientation_mismatch_rad,gripper_mismatch_linf,error_stage,error_type,error_message
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_009/h_05/l_000,32,libero_spatial,1,9,async_unguarded,measured_wall,5,0,16,130,132,17728662516333,17728665061934,17728748423455,17728788572543,True,126.0562099996605,83.36152099946048,40.149087999452604,58.54679399999441,82.12972100227489,40.0,55fbc49736bb920573b77ce2a6c46b20906a00e3c9f4e33206a504ce8f5575bf,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.017643592294223485,0.011297359570407502,4.457709094295766e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_009/h_05/l_000,32,libero_spatial,1,9,async_unguarded,measured_wall,5,0,17,137,139,17728974702714,17728977266151,17729058907294,17729099052290,True,124.34957599907648,81.64114299870562,40.14499600089039,58.38736900113872,80.54542299942113,40.0,6ef5fa088eb2fb91b6f65c62b350ed1ebf5ecf73054a1dc23e7dd48d0bd9b211,2,2,10,3,0,8,7,False,False,0,0,terminal_before_dispatch,success_during_inference_delay,False,success_during_inference_delay,,0.008522208923498496,0.02142295647301489,0.0001195171663750487,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,0,10,11,17730914876526,17730917483436,17731001753128,17731001809216,True,86.9326899992302,84.26969200081658,0.056087999837473035,58.479428000282496,82.5424889990245,0.0,473d7781f8b4aed8463615f05f3d637f39f4815927881bddba1521c1aef864aa,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.0002570466326455719,0.0013714611909235196,0.00012239402819354261,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,1,16,18,17731143368498,17731145941068,17731230349518,17731270492082,True,127.12358399949153,84.4084499985911,40.14256400114391,58.54097599876695,82.95500799795263,40.0,85e5a40a2f1c24015bcc7625afbf84a9218c267e8f86ef1bc986f74b17500f4a,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.021118764818056118,0.017242748481346076,8.007263547363946e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,2,23,27,17731434613487,17731437117078,17731519787770,17731680028236,True,245.4147490025207,82.67069200155674,160.24046600068687,58.523532999970485,81.55187900047167,160.0,292f3401c6e79a4b02f086e32f57408cd781f1b392c1fa12c69d084c255b40ab,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04346051553466256,0.05292274429420387,0.00011398917396131247,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,3,32,36,17731888974125,17731891480124,17731975636030,17732135897735,True,246.92361000052188,84.15590600270662,160.2617049975379,58.540928999718744,83.07368500027223,160.0,a8b2b2bf641bc89ffea9f1037dd63c569f8b669c469a6323e36017052c8b1f92,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04147744903982478,0.05780722369652407,7.357654084705345e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,4,41,42,17732345804028,17732348290532,17732431694163,17732431735113,True,85.93108500281232,83.40363099705428,0.0409500025853049,58.37421599790105,82.26484199985862,0.0,4da35fcb68d76cd4255d4e3949c8b7073bc90b31949c9ed73b8aee2b7d4bb84e,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.010515365963033681,0.012063195764924414,1.4048777909357602e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,5,47,49,17732571304580,17732573796673,17732656249266,17732696386155,True,125.08157499905792,82.45259300019825,40.13688899794943,58.16916099865921,81.31412799775717,40.0,db2e36bffd68a8253085bd7839b5bbb494cb4f77535fc51592235ca97d64947e,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.022379233617862006,0.025789352900169236,2.9922719602330783e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,6,54,57,17732858697716,17732861209395,17732943520086,17733023684105,True,164.9863889979315,82.310690999293,80.16401900022174,58.28620099782711,81.19663999968907,80.0,88ca680b6b8a4b067272725efdd997a42573099a49bee12d6c80bf1310ea1c20,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.03162575987326246,0.025634502167316903,3.705761107360844e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,7,62,64,17733211018904,17733213529013,17733295746940,17733335876911,True,124.85800699869287,82.21792699987418,40.12997099925997,58.31065099846455,81.17770800163271,40.0,d078ed953b479a0ddd2482d3a60275ca5032743cc2f1999d8d74c7a5642b1940,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.015568045872991189,0.021722440343919586,1.874672806437272e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,8,69,73,17733506537186,17733509093174,17733590911080,17733751146108,True,244.6089219993155,81.81790599701344,160.23502800089773,58.32615699910093,80.7299640000565,160.0,0e8845ab13ff823f17c4678951001aaa5db17274c135fdb7c249bf0d711b13f7,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.004978676883940395,0.0569460233085238,0.018187613681817535,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,9,78,81,17733999178636,17734001755966,17734083860665,17734164053800,True,164.87516399865854,82.10469899859163,80.19313499971759,58.12378699920373,80.9984350016748,80.0,0b3e6fc995ce1292797b6cc6c0b4ba551c767d1b52d894d85de44bcdcffc6690,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.01389347323403653,0.02625768364394813,0.0001940893318402529,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,10,86,91,17734371678241,17734374306282,17734462701989,17734622945524,True,251.2672829980147,88.39570700001786,160.24353499960853,58.4261490002973,87.22666999892681,160.0,57d518a40c81e7bf82fca54d949006042f7cf48602c4447543289627ca45d671,5,5,10,6,6,11,4,True,True,0,1,hold_refresh,deadline_and_horizon_overrun,False,rejected_deadline_and_horizon_overrun_hold_refresh,deadline_and_horizon_overrun,0.07218943216647536,0.05690125948275839,1.0858387203201668e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,11,92,93,17734777556311,17734780086095,17734868224736,17734868265473,True,90.70916199925705,88.13864100011415,0.04073699892614968,58.45030999989831,86.93671099899802,0.0,4330e67e27e33f4083102c056952df6a517a566d5e7909682acf436b42e5ec74,1,1,10,2,2,7,8,False,False,1,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.00401233954022251,0.014546793406476102,4.1490617822812804e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,12,98,99,17735022131730,17735024688994,17735108241746,17735108285359,True,86.15362900309265,83.5527519993775,0.043613003072096035,58.81411800146452,82.42372399763553,0.0,d3a71286dca7410c1e4cbcdaf2571b0e94c549c9ab7ac909e9f3ca2fd1dbd30d,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.00878509801345774,0.016275516169949426,1.4147181773768724e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,13,104,108,17735262213519,17735264789831,17735347171329,17735507414875,True,245.20135599959758,82.3814979994495,160.24354600085644,58.20153899912839,81.13840700025321,160.0,5bf3299ff442604b6e6a031e25acc26010beac70c54d8507daf013bb4d7ee303,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04451252939587497,0.04107531651475086,1.153370764622524e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,14,113,115,17735736209700,17735738778987,17735821025153,17735861154814,True,124.94511399927433,82.24616599909496,40.12966099980986,58.27835899981437,81.20269000210101,40.0,2816207036b8603df6014ff1c5ea07f4050cde4b0f131a3f338e95cda63c5284,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.018822304511976765,0.013891948502766158,7.051673132759274e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,latency_aligned,measured_wall,5,0,15,120,122,17736040343461,17736042865559,17736125491007,17736165640532,True,125.29707099747611,82.62544799799798,40.14952500074287,58.40840600285446,81.48858300046413,40.0,de9290b22cc0e4a55469281b18a0911cb0e8ba9f5dcc44df7cfc1d72a48a4dfa,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.015808968259261542,0.018704170388816596,0.0003438008775387769,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,0,10,12,17737899439219,17737902286019,17737986439933,17738026597736,True,127.15851699977065,84.15391399830696,40.1578029996017,58.52156899709371,82.47549400039134,40.0,e60b5ac8ce0f46c590c52bd80d42db2c44467939da539002febdf2270b7a68c6,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,6.355845179372003e-05,0.0003858533479203076,0.00019071065327230102,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,1,17,18,17738200542823,17738203090645,17738285673108,17738285721327,True,85.17850399948657,82.58246299737948,0.04821900074603036,58.20196999775362,81.35962700180244,0.0,819794317dac4fd0b285bdd9be7a9528a8c7fb0dc42b61ce73ee87cd3e9339cf,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.010871808159369509,0.009384477945070203,3.9373254157704096e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,2,23,27,17738432682207,17738435238599,17738519619410,17738679878930,True,247.1967230012524,84.38081100030104,160.2595200020005,58.61129800177878,83.06252200054587,160.0,a992d82edd02447bdb7f85ece082cc313c0ff583de86ffa8df44f8764aa50b0c,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04398231400718642,0.030960011225309975,0.00011288595197167517,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,3,32,33,17738898235362,17738900839653,17738984294384,17738984336094,True,86.10073199815815,83.45473100052914,0.0417099981859792,58.38504699931946,82.34841100056656,0.0,3ad659aed1ad4db098ca0e6f5efd01cb46a7e443e5eff55dfe74524bb3ea370a,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.011015980993446355,0.008999612153662115,1.9959327493684897e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,4,38,41,17739130520191,17739133160284,17739216563102,17739296721838,True,166.20164699997986,83.40281799974036,80.15873600015766,58.50122100309818,82.17068299927632,80.0,3ed066fb79824dc64127c3e8dadd9898f0e1a09f22d0d4cc67b10cc5d62fd7f8,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.03450372650398766,0.011917574021887674,4.457512075165676e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,5,46,48,17739491879992,17739494526981,17739578643971,17739618787350,True,126.90735799696995,84.11698999771033,40.14337899934617,58.86312299844576,82.83626999764238,40.0,a6888c5bc470359d5b5d0076e5bad362f4ae78d1f023b6d04bab99e1bf16f340,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.02334210360684379,0.011260054268812967,3.105440459251485e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,6,53,55,17739789957405,17739792557281,17739876216488,17739916347179,True,126.38977400274598,83.65920699725393,40.130691002559615,58.54970699874684,82.34678600274492,40.0,84ccc99134ed8781b1ba4c275e35bda160096ef63d09ac396fa75863d2cff04e,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.023416564446747463,0.011923297799055507,2.6458264145858e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,7,60,62,17740087598440,17740090240125,17740173244471,17740213378227,True,125.77978699846426,83.00434600096196,40.13375599970459,58.68297799679567,81.97704700069153,40.0,a9d506021c3eb759041dc2b3f1a67130e88b8dae253a257c82c991204be1f019,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.012732461300430932,0.01031165190553182,0.005568288173486355,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,8,67,71,17740399915215,17740402396149,17740484691565,17740644935159,True,245.01994400270632,82.29541600303492,160.24359400034882,58.65567200089572,81.28659200156108,160.0,df0369f3555183f362a21825ca9e45ba70dc0baa7fedba58ea51a6ebf408d45f,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.008193843934997159,0.05530497445238021,0.008052059402825495,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,9,76,77,17740907257430,17740909769393,17740994234324,17740994278166,True,87.02073599852156,84.46493099836516,0.04384199928608723,58.58457900103531,83.16960600132006,0.0,b07077caeb87766426cbba27db9e8cdb396d2f586338a0fbd090fbb39d29597d,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.011466090424424499,0.008639996931944838,5.819781307100404e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,10,82,83,17741149331508,17741151842404,17741233952921,17741233994061,True,84.66255299936165,82.11051699981908,0.04113999966648407,58.598208997864276,80.98463299756986,0.0,b75f92144f390b44fc9c1abc0ecf81919dba74ec9512267f0310f60aaf2981cf,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.014373708919122298,0.011177544530287837,1.3984317049848052e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,11,88,90,17741386726761,17741389228576,17741471062052,17741511194925,True,124.46816399824456,81.83347600061097,40.13287299676449,58.12864900144632,80.75003599878983,40.0,6bf8fa0cb6e73051c66cb5c872d7cf8052524b3794795379d99410b85dc93bb6,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.025882669320958607,0.0161779566517489,2.1495293721536524e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,12,95,98,17741687911604,17741690491814,17741772256378,17741852419728,True,164.5081239985302,81.76456400178722,80.16334999774699,58.539931997074746,80.71231700159842,80.0,56b7c3b796ab008e044831adafe4e120b7b9dc93ebbb1c2d7a095b3e2cd8dfb6,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.03830073747068392,0.024079335988825678,1.5504307188090455e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,13,103,104,17742051554477,17742054104768,17742135348921,17742135390801,True,83.83632400000351,81.24415299971588,0.04187999729765579,58.096363998629386,80.30210600190912,0.0,ca6f38dbf17560acb23eac833a8635d83c799c9d6eb4c74b8bef1046bb4746fd,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.010819985665937986,0.0017834107507329023,4.579347642094146e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,latency_aligned,measured_wall,5,0,14,109,110,17742286093033,17742288610396,17742370213313,17742370258131,True,84.16509800008498,81.60291699823574,0.0448179998784326,58.09242999748676,80.68081400051597,0.0,6966091b765f3cbcd397ca7cc45cc6f1f7fc859ad1dc8f40aec6e44e86d1a9e7,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.009359646899050425,0.00486692576593351,2.838682189540767e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,0,10,12,17744177034076,17744179706432,17744265184816,17744305330658,True,128.29658199916594,85.47838399681496,40.14584200194804,58.769818002474494,83.6467180015461,40.0,e60b5ac8ce0f46c590c52bd80d42db2c44467939da539002febdf2270b7a68c6,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,6.355845179372003e-05,0.0003858533479203076,0.00019071065327230102,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,1,17,18,17744467115570,17744469613569,17744552057799,17744552100440,True,84.98486999815213,82.44422999996459,0.04264100061845966,58.47469299988006,81.20603600036702,0.0,819794317dac4fd0b285bdd9be7a9528a8c7fb0dc42b61ce73ee87cd3e9339cf,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.009654046663035813,0.00734201077295356,4.1991213608864875e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,2,23,27,17744690928727,17744693527874,17744776067026,17744936296675,True,245.36794800224015,82.53915200111805,160.22964900184888,58.54833099874668,81.39335400119307,160.0,a992d82edd02447bdb7f85ece082cc313c0ff583de86ffa8df44f8764aa50b0c,4,4,10,5,0,10,5,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.04319837336049251,0.013562928231016349,0.00012124318128857448,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,3,32,33,17745142076792,17745144656975,17745227248734,17745227290456,True,85.2136640023673,82.59175900093396,0.0417219998780638,58.30635300299036,81.39387799747055,0.0,3ad659aed1ad4db098ca0e6f5efd01cb46a7e443e5eff55dfe74524bb3ea370a,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.010993242710269727,0.009040291300719532,2.18006545071453e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,4,38,41,17745364737114,17745367240335,17745448794834,17745528955485,True,164.21837099915138,81.55449900004896,80.1606509994599,58.09602400040603,80.47162200091407,80.0,3ed066fb79824dc64127c3e8dadd9898f0e1a09f22d0d4cc67b10cc5d62fd7f8,3,3,10,4,0,9,6,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.033481354812448405,0.023137746410082226,4.794926246444453e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,5,46,48,17745712257980,17745714755206,17745796402710,17745836538299,True,124.28031899980851,81.64750399737386,40.1355890026025,58.291805999033386,80.62018299824558,40.0,a6888c5bc470359d5b5d0076e5bad362f4ae78d1f023b6d04bab99e1bf16f340,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.023386810039300578,0.008692150732718534,2.103699011699739e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,6,53,55,17745997098146,17745999600439,17746081862061,17746121988411,True,124.8902650004311,82.26162199935061,40.12634999889997,58.53491400193889,81.16734799841652,40.0,84ccc99134ed8781b1ba4c275e35bda160096ef63d09ac396fa75863d2cff04e,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.02377155447206764,0.014779162598405974,2.8841877824974105e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,7,60,62,17746281924695,17746284487836,17746366832106,17746406960283,True,125.03558800017345,82.34426999842981,40.12817699913285,58.60649799797102,81.28060799936065,40.0,a9d506021c3eb759041dc2b3f1a67130e88b8dae253a257c82c991204be1f019,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.024044514068544538,0.015109839434175166,2.3307008798045814e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,8,67,71,17746579316273,17746581895400,17746664051597,17746824294213,True,244.97793999762507,82.15619700058596,160.24261599886813,58.296911000070395,80.88264400066691,160.0,df0369f3555183f362a21825ca9e45ba70dc0baa7fedba58ea51a6ebf408d45f,4,4,10,5,0,10,5,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.011522708777894582,0.03312368018308201,0.009978347534371795,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,async_unguarded,measured_wall,5,0,9,76,77,17747145743751,17747148271500,17747230185808,17747230224717,True,84.48096600113786,81.9143080007052,0.038909001887077466,58.21041899980628,80.89864000066882,0.0,b07077caeb87766426cbba27db9e8cdb396d2f586338a0fbd090fbb39d29597d,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.0010792406744906933,0.010348312104986091,0.004317863706461044,,,
