triplet_id,source_artifact,pair_id,task_suite,task_id,episode_index,sampling_seed,initial_state_sha256,overlap_unconditioned_condition_order,overlap_unconditioned_success,overlap_unconditioned_policy_queries,overlap_unconditioned_scored_transition_queries,overlap_unconditioned_seam_motion_l2,overlap_unconditioned_seam_gripper_abs,projected_overlap_condition_order,projected_overlap_success,projected_overlap_policy_queries,projected_overlap_scored_transition_queries,projected_overlap_seam_motion_l2,projected_overlap_seam_gripper_abs,rtc_guided_overlap_condition_order,rtc_guided_overlap_success,rtc_guided_overlap_policy_queries,rtc_guided_overlap_scored_transition_queries,rtc_guided_overlap_seam_motion_l2,rtc_guided_overlap_seam_gripper_abs,projected_overlap_success_difference,projected_overlap_seam_motion_l2_difference,projected_overlap_seam_gripper_abs_difference,rtc_guided_overlap_success_difference,rtc_guided_overlap_seam_motion_l2_difference,rtc_guided_overlap_seam_gripper_abs_difference
libero_10__task_04__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_04__episode_06,libero_10,4,6,20260807,e955bec6e6940c9ec99083a085ac1248f16f7740f6340021fdf0cd9de473fba9,0,1,53,52,0.10819479282228993,0.07947348058223724,1,1,52,51,0.08979172570010026,0.11961656224493887,2,1,60,59,0.09144120391900257,0.07014373500468367,0,-0.01840306712218967,0.04014308166270163,0,-0.01675358890328736,-0.009329745577553575
libero_10__task_05__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_05__episode_02,libero_10,5,2,20260806,d516b81b3ffedc25ec1be06bc66966dd331639f75fab18d246d179c983972011,2,1,36,35,0.10597815808973142,0.059211157049451554,0,1,29,28,0.08651792337851864,0.0026614006076540265,1,1,32,31,0.08852282656176437,0.06699006595919209,0,-0.019460234711212776,-0.05654975644179753,0,-0.01745533152796705,0.007778908909740534
libero_10__task_05__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_05__episode_02,libero_10,5,2,20260807,d516b81b3ffedc25ec1be06bc66966dd331639f75fab18d246d179c983972011,2,1,31,30,0.08698625986774762,0.06850001215934753,0,1,33,32,0.06700200829072855,0.06441730819642544,1,1,33,32,0.07704097137320787,0.06440637819468975,0,-0.019984251577019066,-0.004082703962922096,0,-0.009945288494539753,-0.0040936339646577835
libero_10__task_05__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_05__episode_03,libero_10,5,3,20260806,090e125940d95bfe4267cf4bdf6ef9b119a72b28761931e2b8cfc1bc46d5963c,1,1,34,33,0.08565401288708954,0.002385843883861195,2,1,34,33,0.06834253476876201,0.002704988826404918,0,1,34,33,0.06576429256661372,0.002470216967842796,0,-0.017311478118327533,0.00031914494254372313,0,-0.019889720320475826,8.437308398160075e-05
libero_10__task_05__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_05__episode_03,libero_10,5,3,20260807,090e125940d95bfe4267cf4bdf6ef9b119a72b28761931e2b8cfc1bc46d5963c,1,1,34,33,0.09144916368479078,0.0625588135285811,2,1,34,33,0.06587135055187074,0.0627435463847536,0,1,34,33,0.06440296915896011,0.0627814531326294,0,-0.02557781313292004,0.0001847328561725009,0,-0.027046194525830666,0.0002226396040482942
libero_10__task_05__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_05__episode_04,libero_10,5,4,20260806,3e895df70eb53619b8d7093b9567eb735693f8df472bc96de3f4776a2d56e7b8,0,1,40,39,0.10209059636466779,0.0025666035138643705,1,1,39,38,0.07785713770671894,0.0021513512260035463,2,1,39,38,0.075282405473684,0.002332638753087897,0,-0.024233458657948848,-0.0004152522878608242,0,-0.026808190890983782,-0.00023396476077647364
libero_10__task_05__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_05__episode_04,libero_10,5,4,20260807,3e895df70eb53619b8d7093b9567eb735693f8df472bc96de3f4776a2d56e7b8,0,1,38,37,0.08383277141665285,0.002053188311087119,1,1,37,36,0.06326461303979158,0.0021702763107087878,2,1,38,37,0.07181722288196152,0.0022123504329372096,0,-0.020568158376861267,0.00011708799962166895,0,-0.012015548534691334,0.0001591621218500908
libero_10__task_05__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_05__episode_05,libero_10,5,5,20260806,301adada89aa9b7b381cb032db5653b69efce69951893284248756a8624b0b38,2,1,33,32,0.10361262073274702,0.002236541360616684,0,1,33,32,0.07163944345666096,0.0024596862494945526,1,1,33,32,0.07967399328481406,0.0025043077766895294,0,-0.03197317727608606,0.00022314488887786865,0,-0.02393862744793296,0.00026776641607284546
libero_10__task_05__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_05__episode_05,libero_10,5,5,20260807,301adada89aa9b7b381cb032db5653b69efce69951893284248756a8624b0b38,2,1,45,44,0.12238749846900729,0.002353204922242598,0,1,49,48,0.09206167144778495,0.0021613178153832755,1,1,44,43,0.09768744649062323,0.0021577449732048566,0,-0.030325827021222343,-0.00019188710685932257,0,-0.024700051978384055,-0.00019545994903774145
libero_10__task_05__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_05__episode_06,libero_10,5,6,20260806,540314edad9b1e6b2288fab00f97f45c064e0bb300be260ac17b9ca56fa540b2,1,1,33,32,0.08140511927194893,0.00225767120718956,2,1,33,32,0.07782368391053751,0.001828918233513832,0,1,33,32,0.07934525533346459,0.0015333294868469238,0,-0.0035814353614114225,-0.00042875297367572784,0,-0.002059863938484341,-0.0007243417203426361
libero_10__task_05__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_05__episode_06,libero_10,5,6,20260807,540314edad9b1e6b2288fab00f97f45c064e0bb300be260ac17b9ca56fa540b2,1,1,33,32,0.09678036562399939,0.002435004338622093,2,1,32,31,0.0710648529892487,0.002009610975942304,0,1,33,32,0.07073012008913793,0.002103647217154503,0,-0.025715512634750692,-0.000425393362679789,0,-0.02605024553486146,-0.00033135712146759033
libero_10__task_06__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_06__episode_02,libero_10,6,2,20260806,c3bce1c646797c7a2927e5bf81f9c4587f119bf27a9fdd3cd77a34521bce7cc5,0,1,44,43,0.07980235289175842,0.04886076339455538,1,1,45,44,0.06002270940966396,0.047777801752090454,2,1,45,44,0.05888848197223111,0.04769819297573783,0,-0.01977964348209446,-0.0010829616424649288,0,-0.020913870919527316,-0.0011625704188175517
libero_10__task_06__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_06__episode_02,libero_10,6,2,20260807,c3bce1c646797c7a2927e5bf81f9c4587f119bf27a9fdd3cd77a34521bce7cc5,0,1,52,51,0.0783606700635716,0.041889221060509775,1,1,42,41,0.06463058329210049,0.05073620633381169,2,1,46,45,0.060254377375046415,0.04670086039437188,0,-0.013730086771471112,0.008846985273301917,0,-0.018106292688525184,0.004811639333862104
libero_10__task_06__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_06__episode_03,libero_10,6,3,20260806,d12eb4bd16ccc308ca1160011c4c1c9277390ac498b270623c63bdafc2bf2272,2,1,42,41,0.08721396826752802,0.05094349820439408,0,1,43,42,0.06616520580081713,0.04959969435419355,1,1,42,41,0.07362431817029308,0.051291096501234104,0,-0.02104876246671089,-0.0013438038502005326,0,-0.013589650097234937,0.00034759829684002236
libero_10__task_06__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_06__episode_03,libero_10,6,3,20260807,d12eb4bd16ccc308ca1160011c4c1c9277390ac498b270623c63bdafc2bf2272,2,1,41,40,0.08932095468044281,0.051737965643405916,0,1,41,40,0.06693888518493622,0.05176773369312286,1,1,43,42,0.06314941116475634,0.0022425523826054166,0,-0.022382069495506585,2.97680497169453e-05,0,-0.02617154351568647,-0.0494954132608005
libero_10__task_06__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_06__episode_04,libero_10,6,4,20260806,712018178b3648b8ceac64368609cd8d55939e46c79ad7357432c3a0b04c4391,1,1,46,45,0.07813767070571581,0.04655177460776435,2,1,45,44,0.07812565560875968,0.13892245969989084,0,1,49,48,0.05565245315665379,0.04397067427635193,0,-1.2015096956127791e-05,0.09237068509212648,0,-0.02248521754906202,-0.002581100331412421
libero_10__task_06__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_06__episode_04,libero_10,6,4,20260807,712018178b3648b8ceac64368609cd8d55939e46c79ad7357432c3a0b04c4391,1,1,45,44,0.07278814281082967,0.002265919338573109,2,1,46,45,0.07945229022039307,0.09061149756113689,0,1,43,42,0.09516803773918323,0.049437250409807475,0,0.006664147409563406,0.08834557822256378,0,0.022379894928353558,0.04717133107123436
libero_10__task_06__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_06__episode_05,libero_10,6,5,20260806,37ab2e6c747a52455e6d66a2abb6fc772e38c2d45ed6e4910734da45f3b59cc5,0,1,44,43,0.08102885421452134,0.002094504445098167,1,0,105,104,0.08006911800923543,0.17489893791767266,2,1,48,47,0.07722883835989744,0.04510451884979897,-1,-0.000959736205285916,0.1728044334725745,0,-0.0038000158546239032,0.0430100144047008
libero_10__task_06__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_06__episode_05,libero_10,6,5,20260807,37ab2e6c747a52455e6d66a2abb6fc772e38c2d45ed6e4910734da45f3b59cc5,0,1,44,43,0.08085430192566195,0.0947653803714486,1,1,46,45,0.07347385047210588,0.002102221382988824,2,1,46,45,0.0774993411368794,0.04648686514960395,0,-0.007380451453556078,-0.09266315898845978,0,-0.003354960788782557,-0.048278515221844655
libero_10__task_06__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_06__episode_06,libero_10,6,6,20260806,524b6a3f00ac019bc07b36bb64befbb9839dc0e5c42c902ad725724b567cfaca,2,1,47,46,0.09297774910278943,0.04523205757141113,0,1,44,43,0.06731724119636902,0.04844585546227389,1,1,44,43,0.07321065681618313,0.04860900307810584,0,-0.02566050790642041,0.003213797890862756,0,-0.019767092286606294,0.0033769455066947063
libero_10__task_06__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_06__episode_06,libero_10,6,6,20260807,524b6a3f00ac019bc07b36bb64befbb9839dc0e5c42c902ad725724b567cfaca,2,1,47,46,0.09363068848767359,0.045410840407661766,0,1,47,46,0.06332188425585628,0.04529707198557646,1,1,48,47,0.06811507126474951,0.044943539386099955,0,-0.03030880423181731,-0.00011376842208530441,0,-0.025515617222924072,-0.0004673010215618112
libero_10__task_07__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_07__episode_02,libero_10,7,2,20260806,f0031e0f71375e8cdf20244823cb4e48f729dcad2d07b0445e08462d9be4f68b,1,1,52,51,0.10217110421873775,0.0420501290583143,2,1,51,50,0.09587304912507534,0.0026186561584472657,0,1,51,50,0.08371756669133902,0.0029520034790039063,0,-0.006298055093662408,-0.03943147289986704,0,-0.018453537527398728,-0.039098125579310396
libero_10__task_07__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_07__episode_02,libero_10,7,2,20260807,f0031e0f71375e8cdf20244823cb4e48f729dcad2d07b0445e08462d9be4f68b,1,1,50,49,0.11998462277863707,0.016251977609128367,2,1,51,50,0.12233740640804172,0.04245897054672241,0,1,49,48,0.12836208233299354,0.0024469432731469474,0,0.0023527836294046506,0.026206992937594042,0,0.008377459554356467,-0.013805034335981419
libero_10__task_07__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_07__episode_03,libero_10,7,3,20260806,45e39e1ccb71c9136dd9e12680d7bad59c075bf90afaa179b8aa654c0e7187e7,0,1,48,47,0.13618490416952905,0.08775027127976114,1,1,49,48,0.08157585830970977,0.002385723094145457,2,1,49,48,0.09483100609698643,0.002713716278473536,0,-0.05460904585981928,-0.08536454818561567,0,-0.041353898072542625,-0.0850365550012876
libero_10__task_07__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_07__episode_03,libero_10,7,3,20260807,45e39e1ccb71c9136dd9e12680d7bad59c075bf90afaa179b8aa654c0e7187e7,0,1,51,50,0.12787820473313333,0.042167599201202395,1,1,51,50,0.08998881798237562,0.08265129089355469,2,1,50,49,0.09103288759990615,0.0025905857280809053,0,-0.0378893867507577,0.040483691692352296,0,-0.03684531713322718,-0.03957701347312149
libero_10__task_07__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_07__episode_04,libero_10,7,4,20260806,5ec30e1ae57b0e35bd82ebb7bb042bf200709ff88e49a0c3c83238eabaac8e18,2,1,71,70,0.15258150837783302,0.11656030757086618,0,1,53,52,0.10057365408955285,0.04032371708979973,1,1,53,52,0.09156855720525178,0.040910120193774886,0,-0.05200785428828017,-0.07623659048106644,0,-0.06101295117258124,-0.07565018737709128
libero_10__task_07__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_07__episode_04,libero_10,7,4,20260807,5ec30e1ae57b0e35bd82ebb7bb042bf200709ff88e49a0c3c83238eabaac8e18,2,1,65,64,0.14202479412779212,0.0645866533741355,0,1,66,65,0.11281687078567651,0.09430206097089328,1,1,65,64,0.13523601563065313,0.12440003082156181,0,-0.02920792334211561,0.02971540759675778,0,-0.006788778497138992,0.05981337744742632
libero_10__task_07__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_07__episode_05,libero_10,7,5,20260806,289050831b25d5e843e82fa8544d6accb5cd45b582ef0cc953d0fafc388adf8c,1,1,53,52,0.10555367748467968,0.07903859133903797,2,1,54,53,0.07922049084643148,0.039790268214243765,0,1,53,52,0.08828996540978551,0.04026155517651485,0,-0.0263331866382482,-0.039248323124794204,0,-0.017263712074894175,-0.03877703616252312
libero_10__task_07__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_07__episode_05,libero_10,7,5,20260807,289050831b25d5e843e82fa8544d6accb5cd45b582ef0cc953d0fafc388adf8c,1,1,52,51,0.09796616577488534,0.011257421736623727,2,1,51,50,0.0928619274124503,0.0019273114204406737,0,1,52,51,0.09927326729338543,0.04197025065328561,0,-0.005104238362435037,-0.009330110316183055,0,0.0013071015185000812,0.03071282891666188
libero_10__task_07__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_07__episode_06,libero_10,7,6,20260806,160d322d45fc62aa72e584d9c68f2aa8175f575f458ddc497a7b0377d4cc123e,0,1,61,60,0.12117107342928649,0.10197865764300028,1,1,63,62,0.092882705882432,0.09881451245277159,2,1,62,61,0.14335741365297897,0.19834130611576017,0,-0.028288367546854487,-0.003164145190228687,0,0.02218634022369248,0.0963626484727599
libero_10__task_07__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_07__episode_06,libero_10,7,6,20260807,160d322d45fc62aa72e584d9c68f2aa8175f575f458ddc497a7b0377d4cc123e,0,1,78,77,0.14628165723247963,0.36604269526221533,1,1,93,92,0.10754399503702702,0.4360036998987198,2,1,76,75,0.11158105028172334,0.24366539398829143,0,-0.038737662195452605,0.06996100463650445,0,-0.03470060695075629,-0.1223773012739239
libero_10__task_08__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_08__episode_02,libero_10,8,2,20260806,a62bbeb7f92a949807840bc0bb118d7fb524ae7370fc7197e9f4b0fad5b7d398,2,1,81,80,0.07961755290161818,0.0024410277605056764,0,0,105,104,0.07651482828749487,0.09819771292117926,1,1,93,92,0.06979708758223316,0.06797829723876456,-1,-0.003102724614123309,0.0957566851606736,0,-0.009820465319385019,0.06553726947825889
libero_10__task_08__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_08__episode_02,libero_10,8,2,20260807,a62bbeb7f92a949807840bc0bb118d7fb524ae7370fc7197e9f4b0fad5b7d398,2,0,105,104,0.11250427765592647,0.11703220582925357,0,1,93,92,0.06804633782872849,0.023775952017825584,1,1,95,94,0.07208829804105645,0.04949134841878364,1,-0.04445793982719798,-0.09325625381142799,1,-0.04041597961487002,-0.06754085741046993
libero_10__task_08__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_08__episode_03,libero_10,8,3,20260806,a3c33acc5e599c572f7e9ec5383536911846962e48d9e41d1afe98483fdc9a14,1,0,105,104,0.10238512984226243,0.079024765927058,2,1,78,77,0.06020362421192906,0.02798253297805786,0,1,78,77,0.06852221867529215,0.02830103775123497,1,-0.04218150563033337,-0.051042232949000135,1,-0.03386291116697028,-0.050723728175823025
libero_10__task_08__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_08__episode_03,libero_10,8,3,20260807,a3c33acc5e599c572f7e9ec5383536911846962e48d9e41d1afe98483fdc9a14,1,1,78,77,0.07027997862692777,0.02848705378445712,2,1,82,81,0.06052772061508379,0.0751575658350815,0,1,82,81,0.061564136790916504,0.026822800989504212,0,-0.009752258011843977,0.04667051205062438,0,-0.008715841836011262,-0.001664252794952907
libero_10__task_08__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_08__episode_04,libero_10,8,4,20260806,be0255d74af4825a455b693f312de06e45ba3b6abab0cc08b7744a7fdc3e0318,0,1,93,92,0.08405243157935531,0.023644786166108173,1,1,82,81,0.05625943915435561,0.05148222269835295,2,1,85,84,0.06315268542883652,0.0022645926191693262,0,-0.027792992424999698,0.02783743653224478,0,-0.02089974615051879,-0.021380193546938847
libero_10__task_08__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_08__episode_04,libero_10,8,4,20260807,be0255d74af4825a455b693f312de06e45ba3b6abab0cc08b7744a7fdc3e0318,0,1,81,80,0.0656807926367037,0.05215984806418419,1,1,79,78,0.0572186149417972,0.02745591753568405,2,1,79,78,0.057965314493347436,0.028072169193854697,0,-0.008462177694906509,-0.02470393052850014,0,-0.007715478143356269,-0.02408767887032949
libero_10__task_08__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_08__episode_05,libero_10,8,5,20260806,e4d9602b999c3e8953a0f7a80546b4ef41219d1317b1b420947bb7a974673a83,2,1,84,83,0.07119508025920894,0.07418206585458963,0,1,79,78,0.06071082941996746,0.05324041614165673,1,1,81,80,0.061566372716333716,0.027085936814546584,0,-0.010484250839241482,-0.0209416497129329,0,-0.009628707542875224,-0.04709612904004304
libero_10__task_08__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_08__episode_05,libero_10,8,5,20260807,e4d9602b999c3e8953a0f7a80546b4ef41219d1317b1b420947bb7a974673a83,2,1,82,81,0.07863422363628576,0.12577031718360054,0,1,83,82,0.055266183153612584,0.07501663885465483,1,1,81,80,0.06437923882622272,0.02781175300478935,0,-0.02336804048267318,-0.050753678328945714,0,-0.014254984810063043,-0.09795856417881119
libero_10__task_08__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_08__episode_06,libero_10,8,6,20260806,28b93002c3a1c95959deb78f136d01930f6c17e8d3b388bd0c16824ed3e10c2d,1,1,79,78,0.07691979568260603,0.027590214441984128,2,1,77,76,0.06341110617167463,0.028137894053208202,0,1,77,76,0.06643989410153345,0.0024168899184779115,0,-0.013508689510931399,0.0005476796112240737,0,-0.010479901581072579,-0.025173324523506218
libero_10__task_08__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_08__episode_06,libero_10,8,6,20260807,28b93002c3a1c95959deb78f136d01930f6c17e8d3b388bd0c16824ed3e10c2d,1,0,105,104,0.10034094892370586,0.04017607351908317,2,1,103,102,0.06306591951379589,0.04097364988981509,0,1,101,100,0.06926158515736461,0.06230310261249542,1,-0.03727502940990997,0.0007975763707319186,1,-0.031079363766341253,0.02212702909341225
libero_10__task_09__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_09__episode_02,libero_10,9,2,20260806,d8d6b272b57a350fe8cf23d0c611bb66338e16ce48404cba48619d043ed490fe,0,1,50,49,0.10704268450487633,0.0437075957960012,1,1,49,48,0.09095582356288408,0.08594681943456332,2,1,50,49,0.09805115228708909,0.04386724379597878,0,-0.016086860941992256,0.042239223638562126,0,-0.008991532217787243,0.00015964799997758572
libero_10__task_09__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_09__episode_02,libero_10,9,2,20260807,d8d6b272b57a350fe8cf23d0c611bb66338e16ce48404cba48619d043ed490fe,0,1,50,49,0.09729299660087848,0.002656858794543208,1,1,51,50,0.08744563907384872,0.08217775344848632,2,1,50,49,0.09475891235075434,0.002988362798885423,0,-0.009847357527029754,0.07952089465394312,0,-0.0025340842501241356,0.0003315040043422152
libero_10__task_09__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_09__episode_03,libero_10,9,3,20260806,973dde09cf9c2b707284656208bff2e46a92f35167636f54e38ecf1579f5ead8,2,1,53,52,0.12704982956011707,0.07912839146760794,0,1,54,53,0.0984849054190629,0.11495347067994892,1,1,53,52,0.09923089044884993,0.11674487246916844,0,-0.028564924141054174,0.035825079212340974,0,-0.027818939111267135,0.037616481001560495
libero_10__task_09__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_09__episode_03,libero_10,9,3,20260807,973dde09cf9c2b707284656208bff2e46a92f35167636f54e38ecf1579f5ead8,2,1,53,52,0.14582847703534824,0.0028774325664226827,0,1,53,52,0.10524263553536282,0.0406679637157,1,1,53,52,0.1054312837883257,0.04089662203421959,0,-0.04058584149998541,0.037790531149277315,0,-0.04039719324702254,0.03801918946779691
libero_10__task_09__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_09__episode_04,libero_10,9,4,20260806,02cf64d407aa74f83fb60980f2df2d2d19f2d977da949642f4a4e7b3f3140b9f,1,1,50,49,0.12717698696924715,0.08279835083046738,2,1,50,49,0.09216638764708626,0.0026906740908720053,0,1,49,48,0.09715098751864086,0.002788059413433075,0,-0.035010599322160885,-0.08010767673959537,0,-0.030025999450606286,-0.08001029141703431
libero_10__task_09__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_09__episode_04,libero_10,9,4,20260807,02cf64d407aa74f83fb60980f2df2d2d19f2d977da949642f4a4e7b3f3140b9f,1,1,51,50,0.13113699737936257,0.08261260986328126,2,1,51,50,0.11240141794085502,0.08287413358688354,0,1,50,49,0.09214351942040483,0.0028425771362927494,0,-0.018735579438507552,0.0002615237236022888,0,-0.038993477958957745,-0.0797700327269885
libero_10__task_09__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_09__episode_05,libero_10,9,5,20260806,0d72b690c17abc109efbecd8b6d3e5ec4206898b600242288a5974591c93a08a,0,1,53,52,0.14905637850125247,0.04075098725465628,1,1,51,50,0.12098996832966805,0.04194398283958435,2,0,105,104,0.13831652216434193,0.041436719779784865,0,-0.028066410171584427,0.0011929955849280735,-1,-0.010739856336910547,0.0006857325251285878
libero_10__task_09__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_09__episode_05,libero_10,9,5,20260807,0d72b690c17abc109efbecd8b6d3e5ec4206898b600242288a5974591c93a08a,0,1,50,49,0.11799438727297346,0.043565724577222555,1,1,50,49,0.07789596706172641,0.04347466327706162,2,1,50,49,0.08545229021383792,0.04362495821349475,0,-0.04009842021124704,-9.106130016093422e-05,0,-0.032542097059135536,5.923363627219347e-05
libero_10__task_09__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_09__episode_06,libero_10,9,6,20260806,27425e501d50ae6c307591d50caf7eef6f52905cd226717c6bc1307056dc3528,2,1,50,49,0.10581992137036761,0.04379684462839244,0,1,48,47,0.08234125435193802,0.04529815024517952,1,1,49,48,0.08853866055142134,0.08616587147116661,0,-0.023478667018429586,0.0015013056167870811,0,-0.017281260818946265,0.042369026842774174
libero_10__task_09__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_09__episode_06,libero_10,9,6,20260807,27425e501d50ae6c307591d50caf7eef6f52905cd226717c6bc1307056dc3528,2,1,49,48,0.12283741729333997,0.0027224657436211905,0,1,49,48,0.07841709884814918,0.0024964498976866403,1,1,48,47,0.0954533346552164,0.002788184805119291,0,-0.04442031844519079,-0.00022601584593455026,0,-0.027384082638123572,6.571906149810056e-05
